Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk,fraud_probability
PRV54942,130,365970,2815.153846153846,124000,58,1,0.1207978334941486,0.21135066,0.83321136
PRV54943,23,23450,1019.5652173913044,16000,15,0,-0.1358991351384448,0.03474164,0.0023635388
PRV54944,120,38620,321.8333333333333,3300,85,0,-0.0365689365433147,0.1758866,0.0020124689
PRV54945,37,5950,160.8108108108108,1100,14,0,-0.1645737899024245,0.050951652,0.0008006747
PRV54946,91,33740,370.7692307692308,3300,61,0,-0.0902035063857165,0.16130419,0.00040440998
PRV54947,26,7630,293.46153846153845,3060,15,0,-0.1728908801099603,0.031145291,0.00045693942
PRV54949,412,525140,1274.611650485437,45000,138,0,0.1158787263255672,0.17013778,0.33605206
PRV54950,18,75400,4188.888888888889,37000,14,1,-0.0892903106941275,0.04368453,0.1158858
PRV54952,149,181650,1219.1275167785234,79000,77,1,0.0814015019121791,0.19777422,0.7645705
PRV54953,102,28200,276.47058823529414,3200,34,0,-0.1352779527381921,0.13373163,0.0028216883
PRV54954,71,18080,254.64788732394365,3300,47,0,-0.1160440812248566,0.15902725,0.0003245002
PRV54955,314,2134890,6799.012738853503,57000,69,1,0.1814410927352879,0.7452374,0.99229515
PRV54959,95,86510,910.6315789473684,12000,54,0,-0.0693550981968036,0.19061297,0.0019333914
PRV54960,193,51400,266.32124352331607,3300,70,0,-0.065156489302608,0.16103035,0.0027236235
PRV54963,67,29770,444.3283582089553,13000,45,0,-0.1084000213004137,0.16185425,0.0049923337
PRV54965,107,151480,1415.7009345794393,55000,73,0,0.0096944845653939,0.22869541,0.17833993
PRV54966,1796,502010,279.51559020044544,3300,10,1,0.1223472472374088,0.14201707,0.96914715
PRV54967,51,21920,429.80392156862746,3300,25,0,-0.1589101963982926,0.17640606,0.00163311
PRV54968,49,127820,2608.5714285714284,57000,24,0,-0.0574040980660828,0.23805948,0.058236077
PRV54970,233,106170,455.6652360515021,15000,35,0,-0.0757846647404664,0.17089255,0.22584671
PRV54971,429,541030,1261.1421911421912,47000,11,0,0.0309279596629642,0.27841616,0.30127475
PRV54972,62,16950,273.38709677419354,2400,31,0,-0.1491166131662094,0.15288492,0.0007399794
PRV54973,129,68880,533.953488372093,10000,70,0,-0.0572284468969857,0.17323348,0.0067679975
PRV54975,132,36460,276.2121212121212,3500,39,0,-0.1187903400708821,0.14316438,0.0051591094
PRV54976,55,19940,362.54545454545456,3300,23,0,-0.16373576461976,0.17636822,0.0010887043
PRV54977,53,89140,1681.8867924528302,28000,28,0,-0.109908937640121,0.21810232,0.025526755
PRV54978,265,86760,327.3962264150944,5900,14,0,-0.1033935927120225,0.15031135,0.012528469
PRV54981,95,816730,8597.157894736842,57000,14,0,0.0527641507287055,0.7743185,0.3004386
PRV54982,37,11860,320.5405405405405,3300,16,0,-0.1722420789373007,0.060692105,0.0030432108
PRV54983,126,42140,334.44444444444446,3300,53,0,-0.097861477228023,0.17098497,0.0011365169
PRV54985,223,63340,284.0358744394619,3100,100,0,0.0001738496637508,0.14588718,0.0036392063
PRV54986,618,1693410,2740.145631067961,85000,105,1,0.2136240842726856,0.41482207,0.98780406
PRV54988,41,14310,349.0243902439024,3300,26,0,-0.1595785197345574,0.09745332,0.0005950207
PRV54990,20,46600,2330.0,27000,16,0,-0.1109470346369386,0.039386757,0.04937738
PRV54991,130,21180,162.92307692307693,3300,63,0,-0.0747464321371418,0.15042809,0.00035694323
PRV54992,18,11710,650.5555555555555,3300,14,0,-0.1659515043121586,0.022950778,0.0038032094
PRV54993,53,185920,3507.9245283018868,92000,28,0,0.0546228266307369,0.3059084,0.21007599
PRV54995,16,6060,378.75,3300,9,0,-0.1760589832005886,0.019767486,0.0011254728
PRV54997,34,39770,1169.7058823529412,15000,15,0,-0.1409689328972808,0.07695603,0.007669692
PRV54998,207,563540,2722.415458937198,33000,23,1,-0.0044564026946363,0.28511474,0.73313344
PRV54999,10,40940,4094.0,16000,9,0,-0.1175713464494322,0.035799216,0.013313917
PRV55000,764,1166020,1526.2041884816754,49000,139,0,0.1835481644812976,0.24335185,0.3139357
PRV55001,158,41400,262.0253164556962,3300,68,0,-0.070703966724976,0.16246979,0.00086524076
PRV55002,100,27060,270.6,3300,30,0,-0.143207957000722,0.13499197,0.0035688162
PRV55003,76,77850,1024.342105263158,28000,32,0,-0.0977062120389117,0.24381056,0.011810877
PRV55004,2399,703610,293.29303876615256,23000,25,1,0.1712456663880952,0.17455171,0.98676145
PRV55005,130,516780,3975.230769230769,42000,43,0,0.0017265660859747,0.48230252,0.339139
PRV55006,41,37250,908.5365853658536,10000,21,0,-0.1500224798475033,0.1084326,0.01518119
PRV55007,14,3330,237.8571428571429,1600,9,0,-0.1736535243647622,0.017981391,0.0005863369
PRV55010,289,66400,229.75778546712803,3300,26,1,-0.1007310972159346,0.1746701,0.022474589
PRV55011,56,13750,245.53571428571428,3300,28,0,-0.1581330007083906,0.119231924,0.00057135953
PRV55012,73,19800,271.2328767123288,3300,24,0,-0.1583257999184292,0.1703518,0.0012114074
PRV55013,83,17800,214.4578313253012,3300,49,0,-0.1060124664096854,0.15709119,0.0026540717
PRV55016,146,38140,261.2328767123288,3300,26,0,-0.1406859970513912,0.15445149,0.0032530017
PRV55018,75,615940,8212.533333333333,49000,10,1,0.0238542081101558,0.8119578,0.76324934
PRV55019,285,1857020,6515.859649122807,57000,52,1,0.1647966853150545,0.6675397,0.9878451
PRV55022,137,716850,5232.481751824817,57000,34,1,0.0212673403140954,0.5051889,0.88591474
PRV55023,64,420150,6564.84375,57000,13,0,-0.0140235770742185,0.6257738,0.6000844
PRV55024,46,32980,716.9565217391304,8000,40,0,-0.1177981312787858,0.14454591,0.034144886
PRV55026,272,76910,282.75735294117646,3300,124,0,0.0417270194765201,0.16938727,0.007613536
PRV55027,156,191990,1230.7051282051282,57000,68,1,0.0041738737989612,0.20255092,0.6124189
PRV55028,223,241790,1084.2600896860986,51000,11,0,-0.0310989787807383,0.20870186,0.27992302
PRV55029,255,224000,878.4313725490196,22000,90,0,0.0201461430810445,0.19281389,0.16632448
PRV55030,311,782900,2517.363344051447,57000,78,1,0.078045294812408,0.2511902,0.8821715
PRV55031,32,45300,1415.625,19000,26,0,-0.1170881924614765,0.07262617,0.004342312
PRV55032,36,20340,565.0,5000,18,0,-0.1596980118242568,0.07062386,0.004711019
PRV55034,612,435780,712.0588235294117,48000,2,1,0.0492705213451468,0.16813533,0.77556735
PRV55035,14,3860,275.7142857142857,3300,5,0,-0.1771735971395147,0.018015182,0.0003265989
PRV55036,64,14760,230.625,2400,30,0,-0.1492703387588865,0.16358876,0.0022283832
PRV55037,649,313660,483.2973805855162,26000,14,0,0.0040308402891611,0.21327086,0.3494077
PRV55038,15,4230,282.0,1400,13,0,-0.1689986814077078,0.017807664,0.0005077861
PRV55039,2058,816200,396.5986394557823,27000,55,1,0.1849263242196834,0.17504649,0.98568743
PRV55040,6,6630,1105.0,3300,5,0,-0.1534939801028215,0.0816832,0.0010247935
PRV55041,21,63880,3041.904761904762,30000,18,0,-0.1045378874748514,0.040064733,0.025884597
PRV55042,124,126300,1018.548387096774,29000,47,0,-0.0672422800489886,0.24989243,0.030166581
PRV55043,119,35450,297.89915966386553,3300,65,0,-0.0761262642556331,0.16609481,0.0006111824
PRV55044,9,1070,118.88888888888889,700,9,0,-0.1648479360769636,0.022076128,0.0003488403
PRV55045,66,27630,418.6363636363636,4700,22,0,-0.1552463707679898,0.1576088,0.0062991213
PRV55048,94,866240,9215.31914893617,56000,14,1,0.0694756398027111,0.81970006,0.91141975
PRV55049,148,725150,4899.6621621621625,49000,38,1,0.0258762228263953,0.44059223,0.88474184
PRV55050,183,49610,271.09289617486337,3300,1,0,-0.1385529859551359,0.16064502,0.010725904
PRV55051,7,60000,8571.42857142857,18000,2,0,-0.0839802179342313,0.0536023,0.06173636
PRV55052,49,8480,173.0612244897959,2100,7,0,-0.1681529716401162,0.14935736,0.0016396077
PRV55053,54,13340,247.03703703703704,3000,5,0,-0.1747955996695428,0.15569238,0.000556786
PRV55054,69,12650,183.3333333333333,1300,6,0,-0.1611562640842956,0.16228871,0.0019492547
PRV55056,100,40290,402.9,8900,20,0,-0.1414979622954427,0.17569709,0.04245297
PRV55057,347,94560,272.507204610951,9200,6,1,-0.0808378154826258,0.14202407,0.23429005
PRV55058,227,63470,279.6035242290749,7600,8,0,-0.116860610744935,0.15292788,0.031562984
PRV55059,153,51910,339.281045751634,3300,4,0,-0.1485042292216689,0.16413982,0.011486174
PRV55061,95,24290,255.68421052631567,2900,21,0,-0.156521902709169,0.13346192,0.0015691635
PRV55062,29,7460,257.2413793103448,1600,8,0,-0.1724571516852696,0.03331337,0.012176312
PRV55063,10,660,66.0,200,10,0,-0.1601279716884005,0.01955181,0.00046576993
PRV55064,621,187750,302.33494363929145,8700,1,0,-0.0190805576503571,0.14596635,0.1108293
PRV55067,1,29000,29000.0,29000,1,0,0.0768416280075862,0.0,0.0055100606
PRV55068,6,2620,436.6666666666667,1700,1,0,-0.1735930112516486,0.049360167,0.0025776902
PRV55069,21,2050,97.61904761904762,500,4,0,-0.1705331374439496,0.022313941,0.0019544351
PRV55070,20,3220,161.0,1000,1,0,-0.1749100538328279,0.021248935,0.0006148266
PRV55071,70,25930,370.4285714285714,3300,5,0,-0.1725983384478375,0.17284971,0.0010941082
PRV55072,48,9550,198.9583333333333,3000,3,0,-0.1741723549143702,0.12673275,0.00095047185
PRV55073,18,6570,365.0,1200,2,0,-0.175963428239249,0.020682951,0.002473517
PRV55074,1,10,10.0,10,1,0,-0.1613966994978372,0.0,0.0017946006
PRV55076,5,770,154.0,400,3,0,-0.172053767972351,0.07729914,0.0016140053
PRV55077,8,390,48.75,90,1,0,-0.162985258724184,0.026277503,0.0017267377
PRV55078,1,0,0.0,0,1,0,-0.1599584879572585,0.0,0.0017946006
PRV55079,47,10940,232.7659574468085,2800,1,0,-0.1717773616202735,0.12060305,0.0010941827
PRV55080,8,4820,602.5,1800,3,0,-0.1679115908303213,0.027180562,0.0011135325
PRV55081,30,6950,231.66666666666663,1700,1,0,-0.1724819211633309,0.037139993,0.0046987226
PRV55083,196,50470,257.5,3300,2,0,-0.1385738428761617,0.13528647,0.07329529
PRV55085,24,9180,382.5,2500,5,0,-0.1750720446621442,0.029497327,0.0007401899
PRV55086,78,14690,188.3333333333333,3300,3,0,-0.1666830737112851,0.14866115,0.0013247473
PRV55087,201,43770,217.7611940298508,3300,3,0,-0.1371534258621769,0.1333044,0.01418049
PRV55088,31,15250,491.9354838709677,3300,4,0,-0.1727494020002289,0.05053853,0.0082420325
PRV55089,1,400,400.0,400,1,0,-0.1664997384331007,0.0,0.0022332019
PRV55091,18,4750,263.8888888888889,2100,4,0,-0.1765408441630114,0.020565167,0.0007226952
PRV55092,8,660,82.5,200,1,0,-0.1689873889003259,0.034051064,0.0014847182
PRV55093,19,3380,177.89473684210526,1000,2,0,-0.1784166720287477,0.021263622,0.0009964382
PRV55094,19,17100,900.0,3300,3,0,-0.1610817373320617,0.025180321,0.0033247354
PRV55095,20,7520,376.0,2800,4,0,-0.1783159001405866,0.023222351,0.005354164
PRV55096,27,5350,198.14814814814807,1000,1,0,-0.1709253564927695,0.03672941,0.0024497642
PRV55097,4,720,180.0,500,2,0,-0.1766942033192369,0.0,0.00046206085
PRV55098,27,6970,258.1481481481481,1400,1,0,-0.1722875853151091,0.037288144,0.009434382
PRV55099,97,24200,249.48453608247425,3300,6,0,-0.1661357404433767,0.16362956,0.0007008724
PRV55103,78,15100,193.5897435897436,3300,2,0,-0.1666574105432353,0.15657702,0.0012903835
PRV55104,52,14880,286.15384615384613,2000,2,0,-0.1666099589186989,0.15803936,0.0005075749
PRV55106,5,3870,774.0,3300,1,0,-0.1641947089134959,0.07902429,0.0005307743
PRV55108,223,63340,284.0358744394619,3300,5,0,-0.1295090999174711,0.15163517,0.011655564
PRV55110,40,9960,249.0,3300,2,0,-0.1766158065114264,0.07478015,0.0012295212
PRV55111,29,4070,140.3448275862069,1200,2,0,-0.1700206780828762,0.03632455,0.0011633503
PRV55112,32,5750,179.6875,2600,2,0,-0.1737071633604539,0.04531489,0.0006574271
PRV55114,13,4480,344.61538461538464,2200,3,0,-0.1763790030887507,0.018137224,0.00030539202
PRV55116,284,81920,288.4507042253521,3300,2,0,-0.1056239850727525,0.14724176,0.01760368
PRV55117,4,800,200.0,400,3,0,-0.1733423202398473,0.0,0.0021468839
PRV55118,5,10600,2120.0,10000,4,0,-0.1331327412694073,0.13540584,0.0071177073
PRV55120,9,58200,6466.666666666667,19000,3,0,-0.0985004632925075,0.033628795,0.026773002
PRV55121,20,173070,8653.5,57000,3,0,-0.0239252935222062,0.11866006,0.23370145
PRV55122,1,5000,5000.0,5000,1,0,-0.1057851751137979,0.0,0.0004481836
PRV55123,2,90,45.0,70,2,0,-0.16491014670302,0.0,0.0011578497
PRV55124,9,152000,16888.88888888889,46000,5,0,0.0350728232010802,0.08804062,0.09834378
PRV55126,2,13000,6500.0,7000,2,0,-0.0911023150763213,0.0,0.0008224941
PRV55128,8,111000,13875.0,35000,3,0,-0.0195961107496682,0.06562302,0.060946286
PRV55129,3,10600,3533.333333333333,10000,2,0,-0.1241358155002331,0.0,0.00073688413
PRV55130,3,28000,9333.333333333334,17000,1,0,-0.0665814422717904,0.0,0.0023340387
PRV55131,2,47000,23500.0,32000,1,0,0.0647100171440208,0.0,0.012756071
PRV55132,10,108000,10800.0,17000,2,0,-0.0524337985157423,0.053476207,0.10301929
PRV55133,2,50000,25000.0,34000,2,0,0.0622461465236228,0.0,0.16916147
PRV55134,1,11000,11000.0,11000,1,0,-0.0523163634647404,0.0,0.0012254514
PRV55135,3,25000,8333.333333333334,19000,3,0,-0.0789548315416404,0.0,0.00089063356
PRV55136,8,102000,12750.0,41000,6,0,-0.0182657723902248,0.068412386,0.06925031
PRV55137,2,38000,19000.0,27000,2,0,0.0277573255878432,0.0,0.003992764
PRV55138,3,25000,8333.333333333334,11000,1,0,-0.0793996615978742,0.0,0.0005284512
PRV55140,9,85000,9444.444444444443,39000,1,0,-0.0448067797905581,0.047278162,0.08583368
PRV55141,2,90,45.0,60,1,0,-0.1642882127858413,0.0,0.0013179949
PRV55143,1,10000,10000.0,10000,1,0,-0.057020993459362,0.0,0.0009492962
PRV55144,2,41000,20500.0,36000,1,0,0.0484803132646467,0.0,0.008342809
PRV55145,14,143000,10214.285714285714,57000,2,0,-0.017219861500429,0.07708494,0.33098143
PRV55146,1,6000,6000.0,6000,1,0,-0.0997978697720011,0.0,0.00051377964
PRV55147,6,112200,18700.0,57000,3,1,0.0538811877929005,0.09743153,0.3805446
PRV55148,1,7000,7000.0,7000,1,0,-0.0858043810973619,0.0,0.000635223
PRV55149,16,145000,9062.5,32000,1,0,-0.0491502719302003,0.07396001,0.1761955
PRV55150,6,19100,3183.333333333333,9000,3,0,-0.1291621714987874,0.055810288,0.0035029359
PRV55151,1,10000,10000.0,10000,1,0,-0.057020993459362,0.0,0.0009492962
PRV55152,10,78300,7830.0,17000,3,0,-0.0893453326611592,0.036281314,0.015888838
PRV55154,1,900,900.0,900,1,0,-0.1539118429091869,0.0,0.0005438179
PRV55155,9,68000,7555.555555555556,18000,2,0,-0.0895220513238586,0.040315527,0.032305304
PRV55156,1,6000,6000.0,6000,1,0,-0.0997978697720011,0.0,0.00051377964
PRV55157,3,16000,5333.333333333333,7000,1,0,-0.1038127115153888,0.0,0.000817292
PRV55158,698,508210,728.0945558739255,57000,11,0,0.071479712642051,0.23937494,0.18593116
PRV55160,10,120000,12000.0,42000,3,0,-0.029019401580537,0.05861195,0.06947709
PRV55161,2,28000,14000.0,24000,2,0,-0.0196532792062321,0.0,0.0022147696
PRV55163,587,168750,287.4787052810903,13000,42,1,-0.0078711389348632,0.15978982,0.642122
PRV55164,154,239760,1556.8831168831168,36000,38,0,-0.0493037692468545,0.19265434,0.14545174
PRV55165,241,329870,1368.7551867219918,33000,129,1,0.080263016154628,0.16254205,0.67875814
PRV55166,72,19740,274.1666666666667,3300,28,0,-0.1550507009658975,0.15613703,0.00092047406
PRV55167,94,33300,354.25531914893617,3300,29,0,-0.147130259144498,0.18039182,0.00388914
PRV55168,134,51960,387.76119402985074,3300,15,0,-0.1506601665758447,0.18892612,0.038062423
PRV55169,721,1011760,1403.2732316227462,57000,233,0,0.2056895393850619,0.35229236,0.37922937
PRV55171,247,407360,1649.2307692307693,23000,28,1,-0.027945048778213,0.22860672,0.6731787
PRV55172,114,727600,6382.456140350877,125000,40,1,0.1480514295344835,0.38384634,0.97443277
PRV55173,25,8350,334.0,3300,14,0,-0.1750239048724368,0.030053364,0.0007806107
PRV55175,304,254600,837.5,47000,111,0,0.0763773577511353,0.1457855,0.12490392
PRV55176,20,8650,432.5,6000,11,0,-0.1628334274231569,0.025361106,0.0044867103
PRV55177,327,104420,319.3272171253823,11300,131,0,0.0596487045584939,0.18143131,0.017716687
PRV55178,31,18510,597.0967741935484,6000,13,0,-0.1616648718530177,0.048950292,0.0056847967
PRV55179,74,178930,2417.972972972973,25000,25,0,-0.0793761680022097,0.2797263,0.09303453
PRV55180,127,108440,853.8582677165355,22000,55,0,-0.0631122971572887,0.21277155,0.03145187
PRV55181,439,413360,941.5945330296128,31000,73,0,0.0342816555056553,0.23136225,0.27288255
PRV55182,102,25940,254.31372549019608,2800,37,0,-0.1277116946092834,0.14695288,0.0005560939
PRV55183,117,257750,2202.991452991453,37000,36,0,-0.0497729458519735,0.25754705,0.16947095
PRV55184,56,15760,281.42857142857144,3300,25,0,-0.1609934895631037,0.15469332,0.0003895012
PRV55185,206,112170,544.5145631067961,28000,29,0,-0.079717912603839,0.14639767,0.20018137
PRV55187,125,29270,234.16,3300,40,0,-0.1138339039114905,0.14743079,0.0036153349
PRV55188,207,73470,354.92753623188406,17000,23,0,-0.1004058660391964,0.16022305,0.009430947
PRV55189,133,339940,2555.93984962406,24000,68,0,0.0072177996562903,0.22261794,0.42993808
PRV55191,90,17290,192.11111111111111,2500,62,0,-0.0811129908492057,0.14020115,0.00050337106
PRV55192,253,218640,864.1897233201581,24000,121,0,0.0661879944685192,0.17659241,0.18562406
PRV55193,44,444380,10099.545454545454,102000,11,1,0.1316664898716292,0.699764,0.8603909
PRV55194,421,1700900,4040.142517814727,57000,120,1,0.1868690372315512,0.56952304,0.96675026
PRV55195,77,246730,3204.285714285714,65000,20,1,-0.0218597205996108,0.42664146,0.669725
PRV55196,173,150790,871.6184971098265,83000,84,0,0.1030678518977249,0.17093329,0.18895361
PRV55197,73,24210,331.6438356164384,3300,17,0,-0.1646438844078682,0.15115358,0.0005934137
PRV55198,68,22280,327.6470588235294,8000,32,0,-0.1323862444631052,0.13204329,0.0032557086
PRV55200,69,20250,293.4782608695652,3300,1,0,-0.171381413682241,0.15980929,0.0012514694
PRV55202,30,11980,399.3333333333333,3300,12,0,-0.1728406385449252,0.043103855,0.0011227106
PRV55203,25,46470,1858.8,15000,13,0,-0.1367704826801593,0.04821674,0.037744265
PRV55205,260,638060,2454.076923076923,102000,138,0,0.1886746660204511,0.34498027,0.3072051
PRV55206,103,33090,321.2621359223301,4100,71,0,-0.0668893623706211,0.16533673,0.0008912214
PRV55207,167,41510,248.562874251497,2800,85,0,-0.0349760253207276,0.14268859,0.0033425002
PRV55208,53,76300,1439.622641509434,31000,36,0,-0.0955728010036017,0.20673019,0.017113496
PRV55209,762,2914700,3825.065616797901,57000,171,1,0.2453495857840196,0.46640006,0.9231348
PRV55210,174,50480,290.11494252873564,3300,7,0,-0.1471096601951133,0.14786504,0.04249244
PRV55211,32,7030,219.6875,3300,21,0,-0.1636655474272453,0.05170778,0.0006394135
PRV55213,81,80390,992.4691358024692,57000,25,0,-0.0568239390414908,0.22910717,0.015082366
PRV55214,190,45880,241.4736842105264,3300,56,0,-0.0838098970225831,0.16510583,0.0019838458
PRV55215,3393,2284560,673.315649867374,45000,544,1,0.2852739135704402,0.21505672,0.9020642
PRV55216,80,59370,742.125,18000,24,0,-0.126086142734105,0.15386684,0.008693569
PRV55218,94,20910,222.4468085106383,2500,34,0,-0.1316228521800608,0.15891019,0.0006111999
PRV55219,89,17530,196.96629213483143,1700,48,0,-0.0971967723017858,0.17129694,0.0142548
PRV55220,102,23280,228.23529411764707,3300,44,0,-0.1133706661445627,0.15890592,0.0004945132
PRV55224,23,5800,252.17391304347825,3300,9,0,-0.1765593926405835,0.025579808,0.0010488374
PRV55225,66,199390,3021.060606060606,57000,31,1,-0.045588819461831,0.31912225,0.4777579
PRV55226,242,80690,333.4297520661157,3300,115,0,0.0311058531557445,0.15559435,0.004030102
PRV55227,46,12100,263.0434782608696,3300,20,0,-0.1696352106725807,0.12081819,0.0018864153
PRV55229,243,257520,1059.7530864197531,57000,107,0,0.0628558701304095,0.18423815,0.24813817
PRV55230,565,2612740,4624.3185840707965,57000,161,1,0.2328532790785538,0.65431076,0.97165155
PRV55231,126,41470,329.1269841269841,3300,39,0,-0.1207316059120717,0.1692032,0.0021429628
PRV55232,107,310420,2901.121495327103,58000,23,0,-0.031312504361506,0.29461104,0.20341638
PRV55233,187,54940,293.7967914438503,4000,33,0,-0.1118064230025167,0.13668057,0.021115087
PRV55234,184,94600,514.1304347826087,10000,57,0,-0.0623136021733643,0.16910869,0.016060486
PRV55235,160,60920,380.75,3300,39,0,-0.1083704440962981,0.14969817,0.007543074
PRV55236,54,237260,4393.703703703704,57000,18,0,-0.0472698017935284,0.4440348,0.48743477
PRV55237,117,131700,1125.6410256410256,21000,39,0,-0.0792617910181459,0.18270613,0.034201734
PRV55238,101,39250,388.6138613861386,6100,43,0,-0.1081264982394368,0.17299482,0.0033426208
PRV55239,161,49540,307.70186335403724,3300,53,0,-0.0929968430132491,0.15806827,0.003739131
PRV55240,163,119840,735.2147239263803,24000,41,0,-0.0766178059583231,0.22385387,0.06982423
PRV55242,34,65630,1930.2941176470588,15000,20,0,-0.1299611674295173,0.101317026,0.08617072
PRV55243,257,66230,257.70428015564204,3300,113,0,0.0251629698992826,0.13445483,0.007847732
PRV55244,25,7500,300.0,2100,6,0,-0.174463416321017,0.031357765,0.0004925672
PRV55246,227,57290,252.37885462555067,3300,88,0,-0.0193185722700289,0.16238911,0.003331809
PRV55247,355,128140,360.9577464788732,13000,14,0,-0.0753256688399142,0.15479028,0.009544684
PRV55248,133,46760,351.57894736842104,3300,26,0,-0.1398183552944685,0.15481253,0.004343456
PRV55250,301,343940,1142.6578073089702,57000,21,1,-0.0042457033280357,0.18634944,0.72318286
PRV55252,45,14220,316.0,3100,3,0,-0.176961753554552,0.089056045,0.00072743907
PRV55254,15,4960,330.6666666666667,3300,10,0,-0.1764358887288084,0.01891126,0.00041057935
PRV55255,12,2590,215.8333333333333,1200,8,0,-0.1724140208631107,0.017734205,0.0018030788
PRV55256,28,34150,1219.642857142857,14000,13,0,-0.1411321678100859,0.044192363,0.011761637
PRV55257,137,35840,261.6058394160584,3300,10,0,-0.1563418554519506,0.16035938,0.0018759035
PRV55258,42,25200,600.0,12000,17,0,-0.1505189721893652,0.121261835,0.012498554
PRV55259,42,13890,330.7142857142857,3300,19,0,-0.1724325958227878,0.08796303,0.0056234724
PRV55260,57,22310,391.4035087719298,3300,15,0,-0.1714684980666714,0.16511872,0.0056132823
PRV55261,30,4780,159.33333333333334,800,12,0,-0.1654445628708566,0.044304393,0.00068618776
PRV55262,397,235860,594.1057934508816,46000,18,0,-0.0063800858717353,0.17202532,0.6710752
PRV55263,319,103750,325.23510971786834,3300,32,0,-0.0711994524341141,0.16058162,0.008668819
PRV55264,528,147430,279.2234848484849,10080,33,0,-0.0266976028291572,0.15427595,0.025195166
PRV55265,201,43280,215.3233830845771,3300,10,0,-0.1387633721433315,0.15764171,0.07064716
PRV55266,25,45740,1829.6,7000,9,1,-0.1409359677141297,0.05197745,0.5123497
PRV55267,144,36020,250.13888888888889,3300,12,0,-0.1541374339610951,0.14309481,0.0066173295
PRV55268,48,13310,277.2916666666667,3300,4,0,-0.1767696206631383,0.14619188,0.00071356614
PRV55269,172,53490,310.98837209302326,6000,21,0,-0.1298300676381021,0.15410456,0.011818577
PRV55270,204,63190,309.7549019607843,5000,8,0,-0.1267657581404899,0.17787194,0.023739321
PRV55271,15,6020,401.3333333333333,1500,4,0,-0.1749086892831384,0.018981695,0.00051020685
PRV55272,211,53340,252.7962085308057,3300,11,0,-0.1333997130809222,0.13902685,0.067397445
PRV55273,18,4240,235.5555555555556,1700,10,0,-0.1727398485756374,0.021457687,0.0017860008
PRV55274,70,20800,297.1428571428572,3300,1,0,-0.1720019538004102,0.17725402,0.0036109402
PRV55275,54,12370,229.07407407407408,1700,2,0,-0.1676292665992918,0.17315911,0.056865387
PRV55276,58,10830,186.72413793103448,2900,1,0,-0.1683017868893802,0.159628,0.00083670835
PRV55277,17,4200,247.05882352941177,1800,2,0,-0.1772146600842301,0.01805371,0.0017253293
PRV55278,45,7200,160.0,700,2,0,-0.1685206946624117,0.12448729,0.0032534222
PRV55279,81,28610,353.2098765432099,3300,1,0,-0.1669975383596948,0.17133142,0.0013621768
PRV55281,190,54330,285.94736842105266,3300,1,0,-0.1363626864801972,0.1575539,0.0075855143
PRV55283,36,12390,344.1666666666667,2400,2,0,-0.1743654575366409,0.06528605,0.0011306142
PRV55285,7,530,75.71428571428571,400,2,0,-0.1718693355340114,0.04854582,0.00564025
PRV55286,4,570,142.5,400,2,0,-0.1747014952280552,0.0,0.0005145474
PRV55289,14,3710,265.0,1200,3,0,-0.1774814854982573,0.01805742,0.0005967512
PRV55291,6,2190,365.0,1700,1,0,-0.1729043383069663,0.049173396,0.0019044417
PRV55292,6,610,101.66666666666669,300,2,0,-0.1736931025826554,0.048626736,0.0017050827
PRV55293,33,5530,167.57575757575756,3300,2,0,-0.1746635502575109,0.04432541,0.00084886537
PRV55295,88,20380,231.5909090909091,3300,3,0,-0.1679740546514338,0.15280078,0.0009890901
PRV55296,57,12750,223.68421052631567,2500,1,0,-0.1704493074874095,0.14427797,0.003299763
PRV55297,98,21280,217.1428571428572,2400,3,0,-0.1583513075261749,0.15939508,0.00029305893
PRV55298,57,15740,276.140350877193,2400,2,0,-0.1718963634538211,0.17304167,0.0056268596
PRV55299,18,5930,329.44444444444446,2400,2,0,-0.1796025412387444,0.021904288,0.0010977973
PRV55300,32,8320,260.0,1600,1,0,-0.1707033447640979,0.052580148,0.029928466
PRV55302,1,400,400.0,400,1,0,-0.1664997384331007,0.0,0.0022332019
PRV55304,204,76330,374.1666666666667,14400,2,0,-0.1123522486316442,0.20879847,0.046908543
PRV55305,3,4210,1403.3333333333333,4060,3,0,-0.1513408863749121,0.0,0.0003480369
PRV55306,59,16500,279.6610169491525,2700,2,0,-0.1745865563487169,0.16428038,0.00080050225
PRV55307,110,24250,220.45454545454547,2300,4,0,-0.1518816027223253,0.17323071,0.00972595
PRV55309,35,11800,337.1428571428572,3060,1,0,-0.1747129235587582,0.06477272,0.0007136389
PRV55312,91,17280,189.8901098901099,3300,3,0,-0.1631083232015015,0.1515396,0.0006820991
PRV55313,192,57410,299.0104166666667,3300,1,0,-0.1359977071261315,0.16058123,0.0047173575
PRV55314,89,25040,281.34831460674155,2800,4,0,-0.1645088929421632,0.14037785,0.0006309196
PRV55316,65,15490,238.30769230769232,3300,3,0,-0.175810614536916,0.14923112,0.0009737868
PRV55318,63,26300,417.4603174603175,12100,2,0,-0.1517299713393561,0.12497465,0.014884414
PRV55319,17,4570,268.8235294117647,3300,1,0,-0.1782100158641603,0.019387921,0.00052807276
PRV55320,34,6400,188.23529411764707,900,2,0,-0.1746614458247414,0.054789517,0.0017837451
