Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk
PRV54783,28,20530,733.2142857142857,3300,14,0,-0.1662184619142526,0.04597609
PRV54784,9,1520,168.88888888888889,600,4,0,-0.1751854114145937,0.022117507
PRV54785,8,26330,3291.25,17000,7,0,-0.1167643537970933,0.0398225
PRV54786,1316,415900,316.03343465045594,11900,9,1,0.0789391374366792,0.15393692
PRV54787,77,297820,3867.792207792208,55000,48,0,-0.0192705144887097,0.31940892
PRV54789,3,30000,10000.0,14000,3,0,-0.0599498683803261,0.0
PRV54790,8,3560,445.0,1800,2,0,-0.173052950312868,0.034908757
PRV54792,22,5390,245.0,1300,2,0,-0.177078114498201,0.027247835
PRV54793,10,3820,382.0,2500,3,0,-0.1767230145869407,0.019946005
PRV54794,3,450,150.0,300,3,0,-0.1683669241202878,0.0
PRV54795,21,7510,357.6190476190476,3300,6,0,-0.1788726447262972,0.02419
PRV54796,2,1700,850.0,1100,1,0,-0.1538721832028949,0.0
PRV54798,5,290,58.0,100,1,0,-0.1636848730594257,0.13000382
PRV54799,1,100,100.0,100,1,0,-0.165468060812217,0.0
PRV54800,2,500,250.0,400,2,0,-0.1704237972863221,0.0
PRV54802,17,1770,104.11764705882354,500,4,0,-0.1723339304363469,0.019939909
PRV54803,3,1880,626.6666666666666,1800,2,0,-0.1691514598524989,0.0
PRV54805,5,270,54.0,200,1,0,-0.1654561759108462,0.21202014
PRV54806,75,13300,177.33333333333334,2000,1,0,-0.1555444866604907,0.162249
PRV54808,32,15140,473.125,4020,3,1,-0.1715512632255802,0.058133293
PRV54809,55,21170,384.9090909090909,3300,4,0,-0.1740807108326494,0.15734449
PRV54810,7,3800,542.8571428571429,2700,2,0,-0.1734721472296756,0.035084274
PRV54812,12,156000,13000.0,42000,3,0,-0.0145511242378578,0.07246457
PRV54813,1056,300030,284.1193181818182,5300,1,0,0.0510127160926863,0.1549287
PRV54814,82,20790,253.53658536585365,2700,3,0,-0.1668876422019161,0.14459836
PRV54817,1,7000,7000.0,7000,1,0,-0.0858043810973619,0.0
PRV54818,5,46000,9200.0,26000,2,0,-0.0672097158330876,0.10685875
PRV54819,25,158110,6324.4,20000,4,0,-0.0797621814839454,0.11523656
PRV54820,1,12000,12000.0,12000,1,0,-0.0422117145892361,0.0
PRV54821,7,39000,5571.428571428572,9000,1,0,-0.1005669116599174,0.04644551
PRV54822,16,136000,8500.0,18000,2,1,-0.0700339523646557,0.06876652
PRV54824,10,100000,10000.0,23000,1,0,-0.0523274690778763,0.04591888
PRV54827,17,2570,151.1764705882353,600,1,0,-0.1726395209667168,0.018382927
PRV54828,60,111610,1860.1666666666667,57000,16,1,-0.0603661816361762,0.22643699
PRV54829,75,21140,281.8666666666667,2500,30,0,-0.1451345273206514,0.15781371
PRV54830,11,13810,1255.4545454545455,13000,6,0,-0.1415257184628484,0.020786732
PRV54831,17,34040,2002.3529411764705,20000,13,0,-0.1255930540350319,0.026320092
PRV54832,60,95240,1587.3333333333333,54000,19,1,-0.0720603568391926,0.22101273
PRV54833,88,19000,215.9090909090909,3300,3,0,-0.1689047891259111,0.14077543
PRV54834,16,59300,3706.25,24000,8,0,-0.1105621317224305,0.027369276
PRV54836,8,3400,425.0,1600,6,0,-0.1707433038730823,0.034821883
PRV54837,1843,524060,284.35160065111234,16300,12,1,0.1286319983711445,0.15092015
PRV54838,58,10800,186.20689655172413,1600,1,0,-0.1630246588776712,0.15290482
PRV54840,26,6520,250.7692307692308,1900,12,0,-0.1696581024400961,0.035003364
PRV54841,6,50250,8375.0,27000,5,0,-0.076049307115864,0.069292985
PRV54842,130,62420,480.1538461538461,11000,18,0,-0.133655006408469,0.14930111
PRV54845,41,100280,2445.853658536585,37000,18,1,-0.0927461297494796,0.14421217
PRV54846,42,117930,2807.8571428571427,31000,27,0,-0.0918269707330206,0.1616341
PRV54847,296,128200,433.1081081081081,16000,59,0,-0.0373809163802953,0.14799568
PRV54848,28,239270,8545.357142857143,57000,5,0,-0.0174030996154956,0.166197
PRV54849,12,1590,132.5,300,8,0,-0.1666251037853695,0.0183252
PRV54852,180,51420,285.6666666666667,3300,2,0,-0.1433317672513969,0.1563699
PRV54854,131,39660,302.7480916030534,3300,3,0,-0.1566215294585893,0.16496025
PRV54855,212,56930,268.5377358490566,3200,3,0,-0.1314023311641703,0.14121182
PRV54856,1,40,40.0,40,1,0,-0.1628659375466221,0.0
PRV54859,25,12250,490.0,3300,4,0,-0.1753791729901794,0.035348263
PRV54860,21,14080,670.4761904761905,3300,1,0,-0.169205118311895,0.026446315
PRV54861,43,6450,150.0,900,9,0,-0.1647814286161222,0.09571722
PRV54862,7,3530,504.2857142857143,2800,2,0,-0.1744230085625145,0.078638
PRV54863,6,1140,190.0,500,2,0,-0.1765188620327074,0.0487518
PRV54864,5,860,172.0,500,2,0,-0.1760325932628331,0.07721756
PRV54865,6,610,101.66666666666669,300,2,0,-0.1736931025826554,0.048631784
PRV54866,2,40,20.0,20,1,0,-0.1626650772609341,0.0
PRV54867,3,3550,1183.3333333333333,3300,1,0,-0.1544169846683314,0.0
PRV54868,105,25220,240.1904761904762,3100,1,0,-0.1593846979024972,0.14231347
PRV54869,8,950,118.75,300,1,0,-0.1708825112873267,0.026391225
PRV54870,8,1080,135.0,300,1,0,-0.170982189865758,0.026441189
PRV54871,10,3260,326.0,2000,1,0,-0.174544228084663,0.020012733
PRV54873,8,420,52.5,90,3,0,-0.164081736294787,0.026288655
PRV54875,20,172000,8600.0,25000,3,1,-0.0555770960717632,0.09522932
PRV54876,3,58000,19333.33333333333,37000,2,1,0.0326854397645757,0.0
PRV54877,70,26290,375.57142857142856,3300,20,0,-0.1663898265133647,0.15863252
PRV54878,16,9240,577.5,5000,7,0,-0.163809018350713,0.020351594
PRV54879,245,643720,2627.428571428572,57000,36,1,0.0218822332806047,0.29585952
PRV54881,39,294510,7551.538461538462,35000,6,0,-0.039643907771341,0.3953435
PRV54882,253,369680,1461.1857707509882,34000,132,1,0.0885693913778236,0.20539373
PRV54883,1,13000,13000.0,13000,1,0,-0.0254183117873392,0.0
PRV54885,316,411400,1301.8987341772151,41000,180,0,0.1320470938318336,0.17595875
PRV54886,9,7940,882.2222222222222,5300,8,0,-0.1524529171385252,0.023176575
PRV54887,143,48780,341.1188811188811,3300,77,0,-0.05305172661176,0.15922707
PRV54888,413,120880,292.6876513317191,3300,146,0,0.0782438749912864,0.16567566
PRV54889,56,100580,1796.071428571429,34000,33,0,-0.0875124041304414,0.291014
PRV54890,77,74320,965.1948051948052,44000,53,0,-0.038547001142883,0.15848179
PRV54891,50,83380,1667.6,35000,18,0,-0.1021734655358145,0.2190078
PRV54892,49,10670,217.75510204081635,3300,30,0,-0.1488275891214386,0.15226021
PRV54893,8,1830,228.75,1000,6,0,-0.1725512203818389,0.026516633
PRV54894,229,1757060,7672.751091703057,103000,64,1,0.2257028850844825,0.6163858
PRV54895,3436,1057610,307.80267753201394,36000,26,1,0.2006725540696126,0.17423001
PRV54896,159,616860,3879.622641509434,57000,56,1,0.0210176482773184,0.3727465
PRV54898,9,72000,8000.0,17000,1,0,-0.0821605637561554,0.041849297
PRV54900,14,3490,249.28571428571428,1000,14,0,-0.1653945493225088,0.017978236
PRV54901,25,103960,4158.4,46000,23,0,-0.0675382338890942,0.063894525
PRV54902,16,9840,615.0,5000,10,0,-0.1626820369213832,0.020669626
PRV54903,7,57000,8142.857142857143,17000,1,0,-0.0830481769390509,0.054451253
PRV54904,19,7970,419.4736842105263,2900,9,0,-0.1739006891230561,0.023587598
PRV54905,149,79620,534.3624161073825,17000,44,0,-0.0911849933657433,0.14386374
PRV54906,22,127150,5779.545454545455,57000,14,0,-0.0507706540144582,0.11150565
PRV54907,170,59920,352.47058823529414,5020,22,0,-0.1256723251406702,0.12303429
PRV54908,115,34230,297.6521739130435,4200,41,0,-0.1103367167380076,0.17187358
PRV54909,27,89860,3328.1481481481483,15000,22,0,-0.1020222639824124,0.068936706
PRV54910,215,80880,376.1860465116279,12000,69,0,-0.0426482962170815,0.14733803
PRV54911,85,25520,300.2352941176471,3000,35,0,-0.1368202036662847,0.17499532
PRV54914,402,212930,529.6766169154229,24000,14,0,-0.0392522896926061,0.15328221
PRV54916,107,183750,1717.2897196261683,55000,13,0,-0.0560805397380064,0.22396502
PRV54917,37,112450,3039.189189189189,13000,5,0,-0.1047312268244358,0.1575802
PRV54918,166,874860,5270.240963855422,83000,50,1,0.1405056367419133,0.57494664
PRV54919,178,66770,375.1123595505618,9000,40,0,-0.0917918805899265,0.15373728
PRV54923,79,30400,384.8101265822785,3300,17,0,-0.1624298302299353,0.15151496
PRV54924,173,279220,1613.9884393063585,41000,46,0,-0.0297061881185602,0.2624583
PRV54925,122,478870,3925.163934426229,57000,24,1,-0.0170073790043384,0.2323266
PRV54926,47,85620,1821.7021276595744,32000,19,0,-0.1092243837372237,0.1701245
PRV54927,102,22600,221.5686274509804,2300,40,0,-0.1084406867093077,0.12841678
PRV54929,26,197630,7601.153846153846,41000,21,1,-0.0439568253363475,0.13342722
PRV54930,211,93570,443.4597156398104,10000,55,0,-0.0581972288944679,0.15375124
PRV54931,52,248540,4779.615384615385,37000,35,1,-0.0465884649056155,0.4648628
PRV54932,59,21160,358.64406779661016,3300,45,0,-0.1254834891170005,0.16933274
PRV54933,64,273200,4268.75,41000,16,1,-0.0609143585896579,0.4226587
PRV54934,71,178930,2520.1408450704225,23000,28,0,-0.0813873643278521,0.26351154
PRV54935,89,23250,261.23595505617976,3300,32,0,-0.1420751805241373,0.15671302
PRV54936,221,1139730,5157.149321266968,57000,55,1,0.1032165059808689,0.6411903
PRV54937,36,36260,1007.2222222222222,11000,26,0,-0.133333641129873,0.08101651
PRV54938,86,25530,296.86046511627904,3100,57,0,-0.0993522083379035,0.17574365
PRV54939,1380,407800,295.5072463768116,7900,239,1,0.2180401572087817,0.1558872
PRV54941,18,4990,277.22222222222223,2100,11,0,-0.1713468037091037,0.021439852
PRV54942,130,365970,2815.153846153846,124000,58,1,0.1207978334941486,0.21135066
PRV54943,23,23450,1019.5652173913044,16000,15,0,-0.1358991351384448,0.03474164
PRV54944,120,38620,321.8333333333333,3300,85,0,-0.0365689365433147,0.1758866
PRV54945,37,5950,160.8108108108108,1100,14,0,-0.1645737899024245,0.050951652
PRV54946,91,33740,370.7692307692308,3300,61,0,-0.0902035063857165,0.16130419
PRV54947,26,7630,293.46153846153845,3060,15,0,-0.1728908801099603,0.031145291
PRV54949,412,525140,1274.611650485437,45000,138,0,0.1158787263255672,0.17013778
PRV54950,18,75400,4188.888888888889,37000,14,1,-0.0892903106941275,0.04368453
PRV54952,149,181650,1219.1275167785234,79000,77,1,0.0814015019121791,0.19777422
PRV54953,102,28200,276.47058823529414,3200,34,0,-0.1352779527381921,0.13373163
PRV54954,71,18080,254.64788732394365,3300,47,0,-0.1160440812248566,0.15902725
PRV54955,314,2134890,6799.012738853503,57000,69,1,0.1814410927352879,0.7452374
PRV54959,95,86510,910.6315789473684,12000,54,0,-0.0693550981968036,0.19061297
PRV54960,193,51400,266.32124352331607,3300,70,0,-0.065156489302608,0.16103035
PRV54963,67,29770,444.3283582089553,13000,45,0,-0.1084000213004137,0.16185425
PRV54965,107,151480,1415.7009345794393,55000,73,0,0.0096944845653939,0.22869541
PRV54966,1796,502010,279.51559020044544,3300,10,1,0.1223472472374088,0.14201707
PRV54967,51,21920,429.80392156862746,3300,25,0,-0.1589101963982926,0.17640606
PRV54968,49,127820,2608.5714285714284,57000,24,0,-0.0574040980660828,0.23805948
PRV54970,233,106170,455.6652360515021,15000,35,0,-0.0757846647404664,0.17089255
PRV54971,429,541030,1261.1421911421912,47000,11,0,0.0309279596629642,0.27841616
PRV54972,62,16950,273.38709677419354,2400,31,0,-0.1491166131662094,0.15288492
PRV54973,129,68880,533.953488372093,10000,70,0,-0.0572284468969857,0.17323348
PRV54975,132,36460,276.2121212121212,3500,39,0,-0.1187903400708821,0.14316438
PRV54976,55,19940,362.54545454545456,3300,23,0,-0.16373576461976,0.17636822
PRV54977,53,89140,1681.8867924528302,28000,28,0,-0.109908937640121,0.21810232
PRV54978,265,86760,327.3962264150944,5900,14,0,-0.1033935927120225,0.15031135
PRV54981,95,816730,8597.157894736842,57000,14,0,0.0527641507287055,0.7743185
PRV54982,37,11860,320.5405405405405,3300,16,0,-0.1722420789373007,0.060692105
PRV54983,126,42140,334.44444444444446,3300,53,0,-0.097861477228023,0.17098497
PRV54985,223,63340,284.0358744394619,3100,100,0,0.0001738496637508,0.14588718
PRV54986,618,1693410,2740.145631067961,85000,105,1,0.2136240842726856,0.41482207
PRV54988,41,14310,349.0243902439024,3300,26,0,-0.1595785197345574,0.09745332
PRV54990,20,46600,2330.0,27000,16,0,-0.1109470346369386,0.039386757
PRV54991,130,21180,162.92307692307693,3300,63,0,-0.0747464321371418,0.15042809
PRV54992,18,11710,650.5555555555555,3300,14,0,-0.1659515043121586,0.022950778
PRV54993,53,185920,3507.9245283018868,92000,28,0,0.0546228266307369,0.3059084
PRV54995,16,6060,378.75,3300,9,0,-0.1760589832005886,0.019767486
PRV54997,34,39770,1169.7058823529412,15000,15,0,-0.1409689328972808,0.07695603
PRV54998,207,563540,2722.415458937198,33000,23,1,-0.0044564026946363,0.28511474
PRV54999,10,40940,4094.0,16000,9,0,-0.1175713464494322,0.035799216
PRV55000,764,1166020,1526.2041884816754,49000,139,0,0.1835481644812976,0.24335185
PRV55001,158,41400,262.0253164556962,3300,68,0,-0.070703966724976,0.16246979
PRV55002,100,27060,270.6,3300,30,0,-0.143207957000722,0.13499197
PRV55003,76,77850,1024.342105263158,28000,32,0,-0.0977062120389117,0.24381056
PRV55004,2399,703610,293.29303876615256,23000,25,1,0.1712456663880952,0.17455171
PRV55005,130,516780,3975.230769230769,42000,43,0,0.0017265660859747,0.48230252
PRV55006,41,37250,908.5365853658536,10000,21,0,-0.1500224798475033,0.1084326
PRV55007,14,3330,237.8571428571429,1600,9,0,-0.1736535243647622,0.017981391
PRV55010,289,66400,229.75778546712803,3300,26,1,-0.1007310972159346,0.1746701
PRV55011,56,13750,245.53571428571428,3300,28,0,-0.1581330007083906,0.119231924
PRV55012,73,19800,271.2328767123288,3300,24,0,-0.1583257999184292,0.1703518
PRV55013,83,17800,214.4578313253012,3300,49,0,-0.1060124664096854,0.15709119
PRV55016,146,38140,261.2328767123288,3300,26,0,-0.1406859970513912,0.15445149
PRV55018,75,615940,8212.533333333333,49000,10,1,0.0238542081101558,0.8119578
PRV55019,285,1857020,6515.859649122807,57000,52,1,0.1647966853150545,0.6675397
PRV55022,137,716850,5232.481751824817,57000,34,1,0.0212673403140954,0.5051889
PRV55023,64,420150,6564.84375,57000,13,0,-0.0140235770742185,0.6257738
PRV55024,46,32980,716.9565217391304,8000,40,0,-0.1177981312787858,0.14454591
PRV55026,272,76910,282.75735294117646,3300,124,0,0.0417270194765201,0.16938727
PRV55027,156,191990,1230.7051282051282,57000,68,1,0.0041738737989612,0.20255092
PRV55028,223,241790,1084.2600896860986,51000,11,0,-0.0310989787807383,0.20870186
PRV55029,255,224000,878.4313725490196,22000,90,0,0.0201461430810445,0.19281389
PRV55030,311,782900,2517.363344051447,57000,78,1,0.078045294812408,0.2511902
PRV55031,32,45300,1415.625,19000,26,0,-0.1170881924614765,0.07262617
PRV55032,36,20340,565.0,5000,18,0,-0.1596980118242568,0.07062386
PRV55034,612,435780,712.0588235294117,48000,2,1,0.0492705213451468,0.16813533
PRV55035,14,3860,275.7142857142857,3300,5,0,-0.1771735971395147,0.018015182
PRV55036,64,14760,230.625,2400,30,0,-0.1492703387588865,0.16358876
PRV55037,649,313660,483.2973805855162,26000,14,0,0.0040308402891611,0.21327086
PRV55038,15,4230,282.0,1400,13,0,-0.1689986814077078,0.017807664
PRV55039,2058,816200,396.5986394557823,27000,55,1,0.1849263242196834,0.17504649
PRV55040,6,6630,1105.0,3300,5,0,-0.1534939801028215,0.0816832
PRV55041,21,63880,3041.904761904762,30000,18,0,-0.1045378874748514,0.040064733
PRV55042,124,126300,1018.548387096774,29000,47,0,-0.0672422800489886,0.24989243
PRV55043,119,35450,297.89915966386553,3300,65,0,-0.0761262642556331,0.16609481
PRV55044,9,1070,118.88888888888889,700,9,0,-0.1648479360769636,0.022076128
PRV55045,66,27630,418.6363636363636,4700,22,0,-0.1552463707679898,0.1576088
PRV55048,94,866240,9215.31914893617,56000,14,1,0.0694756398027111,0.81970006
PRV55049,148,725150,4899.6621621621625,49000,38,1,0.0258762228263953,0.44059223
PRV55050,183,49610,271.09289617486337,3300,1,0,-0.1385529859551359,0.16064502
PRV55051,7,60000,8571.42857142857,18000,2,0,-0.0839802179342313,0.0536023
PRV55052,49,8480,173.0612244897959,2100,7,0,-0.1681529716401162,0.14935736
PRV55053,54,13340,247.03703703703704,3000,5,0,-0.1747955996695428,0.15569238
PRV55054,69,12650,183.3333333333333,1300,6,0,-0.1611562640842956,0.16228871
PRV55056,100,40290,402.9,8900,20,0,-0.1414979622954427,0.17569709
PRV55057,347,94560,272.507204610951,9200,6,1,-0.0808378154826258,0.14202407
PRV55058,227,63470,279.6035242290749,7600,8,0,-0.116860610744935,0.15292788
PRV55059,153,51910,339.281045751634,3300,4,0,-0.1485042292216689,0.16413982
PRV55061,95,24290,255.68421052631572,2900,21,0,-0.156521902709169,0.13346192
PRV55062,29,7460,257.2413793103448,1600,8,0,-0.1724571516852696,0.03331337
PRV55063,10,660,66.0,200,10,0,-0.1601279716884005,0.01955181
PRV55064,621,187750,302.33494363929145,8700,1,0,-0.0190805576503571,0.14596635
PRV55067,1,29000,29000.0,29000,1,0,0.0768416280075862,0.0
PRV55068,6,2620,436.6666666666667,1700,1,0,-0.1735930112516486,0.049360167
PRV55069,21,2050,97.61904761904762,500,4,0,-0.1705331374439496,0.022313941
PRV55070,20,3220,161.0,1000,1,0,-0.1749100538328279,0.021248935
PRV55071,70,25930,370.4285714285714,3300,5,0,-0.1725983384478375,0.17284971
PRV55072,48,9550,198.9583333333333,3000,3,0,-0.1741723549143702,0.12673275
PRV55073,18,6570,365.0,1200,2,0,-0.175963428239249,0.020682951
PRV55074,1,10,10.0,10,1,0,-0.1613966994978372,0.0
PRV55076,5,770,154.0,400,3,0,-0.172053767972351,0.07729914
PRV55077,8,390,48.75,90,1,0,-0.162985258724184,0.026277503
PRV55078,1,0,0.0,0,1,0,-0.1599584879572585,0.0
PRV55079,47,10940,232.7659574468085,2800,1,0,-0.1717773616202735,0.12060305
PRV55080,8,4820,602.5,1800,3,0,-0.1679115908303213,0.027180562
PRV55081,30,6950,231.66666666666663,1700,1,0,-0.1724819211633309,0.037139993
PRV55083,196,50470,257.5,3300,2,0,-0.1385738428761617,0.13528647
PRV55085,24,9180,382.5,2500,5,0,-0.1750720446621442,0.029497327
PRV55086,78,14690,188.3333333333333,3300,3,0,-0.1666830737112851,0.14866115
PRV55087,201,43770,217.7611940298508,3300,3,0,-0.1371534258621769,0.1333044
PRV55088,31,15250,491.9354838709677,3300,4,0,-0.1727494020002289,0.05053853
PRV55089,1,400,400.0,400,1,0,-0.1664997384331007,0.0
PRV55091,18,4750,263.8888888888889,2100,4,0,-0.1765408441630114,0.020565167
PRV55092,8,660,82.5,200,1,0,-0.1689873889003259,0.034051064
PRV55093,19,3380,177.89473684210526,1000,2,0,-0.1784166720287477,0.021263622
PRV55094,19,17100,900.0,3300,3,0,-0.1610817373320617,0.025180321
PRV55095,20,7520,376.0,2800,4,0,-0.1783159001405866,0.023222351
PRV55096,27,5350,198.14814814814807,1000,1,0,-0.1709253564927695,0.03672941
PRV55097,4,720,180.0,500,2,0,-0.1766942033192369,0.0
PRV55098,27,6970,258.1481481481481,1400,1,0,-0.1722875853151091,0.037288144
PRV55099,97,24200,249.48453608247425,3300,6,0,-0.1661357404433767,0.16362956
PRV55103,78,15100,193.5897435897436,3300,2,0,-0.1666574105432353,0.15657702
PRV55104,52,14880,286.15384615384613,2000,2,0,-0.1666099589186989,0.15803936
PRV55106,5,3870,774.0,3300,1,0,-0.1641947089134959,0.07902429
PRV55108,223,63340,284.0358744394619,3300,5,0,-0.1295090999174711,0.15163517
PRV55110,40,9960,249.0,3300,2,0,-0.1766158065114264,0.07478015
PRV55111,29,4070,140.3448275862069,1200,2,0,-0.1700206780828762,0.03632455
PRV55112,32,5750,179.6875,2600,2,0,-0.1737071633604539,0.04531489
PRV55114,13,4480,344.61538461538464,2200,3,0,-0.1763790030887507,0.018137224
PRV55116,284,81920,288.4507042253521,3300,2,0,-0.1056239850727525,0.14724176
PRV55117,4,800,200.0,400,3,0,-0.1733423202398473,0.0
PRV55118,5,10600,2120.0,10000,4,0,-0.1331327412694073,0.13540584
PRV55120,9,58200,6466.666666666667,19000,3,0,-0.0985004632925075,0.033628795
PRV55121,20,173070,8653.5,57000,3,0,-0.0239252935222062,0.11866006
PRV55122,1,5000,5000.0,5000,1,0,-0.1057851751137979,0.0
PRV55123,2,90,45.0,70,2,0,-0.16491014670302,0.0
PRV55124,9,152000,16888.88888888889,46000,5,0,0.0350728232010802,0.08804062
PRV55126,2,13000,6500.0,7000,2,0,-0.0911023150763213,0.0
PRV55128,8,111000,13875.0,35000,3,0,-0.0195961107496682,0.06562302
PRV55129,3,10600,3533.333333333333,10000,2,0,-0.1241358155002331,0.0
PRV55130,3,28000,9333.333333333334,17000,1,0,-0.0665814422717904,0.0
PRV55131,2,47000,23500.0,32000,1,0,0.0647100171440208,0.0
PRV55132,10,108000,10800.0,17000,2,0,-0.0524337985157423,0.053476207
PRV55133,2,50000,25000.0,34000,2,0,0.0622461465236228,0.0
PRV55134,1,11000,11000.0,11000,1,0,-0.0523163634647404,0.0
PRV55135,3,25000,8333.333333333334,19000,3,0,-0.0789548315416404,0.0
PRV55136,8,102000,12750.0,41000,6,0,-0.0182657723902248,0.068412386
PRV55137,2,38000,19000.0,27000,2,0,0.0277573255878432,0.0
PRV55138,3,25000,8333.333333333334,11000,1,0,-0.0793996615978742,0.0
PRV55140,9,85000,9444.444444444443,39000,1,0,-0.0448067797905581,0.047278162
PRV55141,2,90,45.0,60,1,0,-0.1642882127858413,0.0
PRV55143,1,10000,10000.0,10000,1,0,-0.057020993459362,0.0
PRV55144,2,41000,20500.0,36000,1,0,0.0484803132646467,0.0
PRV55145,14,143000,10214.285714285714,57000,2,0,-0.017219861500429,0.07708494
PRV55146,1,6000,6000.0,6000,1,0,-0.0997978697720011,0.0
PRV55147,6,112200,18700.0,57000,3,1,0.0538811877929005,0.09743153
PRV55148,1,7000,7000.0,7000,1,0,-0.0858043810973619,0.0
PRV55149,16,145000,9062.5,32000,1,0,-0.0491502719302003,0.07396001
PRV55150,6,19100,3183.333333333333,9000,3,0,-0.1291621714987874,0.055810288
PRV55151,1,10000,10000.0,10000,1,0,-0.057020993459362,0.0
PRV55152,10,78300,7830.0,17000,3,0,-0.0893453326611592,0.036281314
PRV55154,1,900,900.0,900,1,0,-0.1539118429091869,0.0
PRV55155,9,68000,7555.555555555556,18000,2,0,-0.0895220513238586,0.040315527
PRV55156,1,6000,6000.0,6000,1,0,-0.0997978697720011,0.0
PRV55157,3,16000,5333.333333333333,7000,1,0,-0.1038127115153888,0.0
PRV55158,698,508210,728.0945558739255,57000,11,0,0.071479712642051,0.23937494
PRV55160,10,120000,12000.0,42000,3,0,-0.029019401580537,0.05861195
PRV55161,2,28000,14000.0,24000,2,0,-0.0196532792062321,0.0
PRV55163,587,168750,287.4787052810903,13000,42,1,-0.0078711389348632,0.15978982
PRV55164,154,239760,1556.8831168831168,36000,38,0,-0.0493037692468545,0.19265434
PRV55165,241,329870,1368.7551867219918,33000,129,1,0.080263016154628,0.16254205
PRV55166,72,19740,274.1666666666667,3300,28,0,-0.1550507009658975,0.15613703
PRV55167,94,33300,354.25531914893617,3300,29,0,-0.147130259144498,0.18039182
PRV55168,134,51960,387.76119402985074,3300,15,0,-0.1506601665758447,0.18892612
PRV55169,721,1011760,1403.2732316227462,57000,233,0,0.2056895393850619,0.35229236
PRV55171,247,407360,1649.2307692307693,23000,28,1,-0.027945048778213,0.22860672
PRV55172,114,727600,6382.456140350877,125000,40,1,0.1480514295344835,0.38384634
PRV55173,25,8350,334.0,3300,14,0,-0.1750239048724368,0.030053364
PRV55175,304,254600,837.5,47000,111,0,0.0763773577511353,0.1457855
PRV55176,20,8650,432.5,6000,11,0,-0.1628334274231569,0.025361106
PRV55177,327,104420,319.3272171253823,11300,131,0,0.0596487045584939,0.18143131
PRV55178,31,18510,597.0967741935484,6000,13,0,-0.1616648718530177,0.048950292
PRV55179,74,178930,2417.972972972973,25000,25,0,-0.0793761680022097,0.2797263
PRV55180,127,108440,853.8582677165355,22000,55,0,-0.0631122971572887,0.21277155
PRV55181,439,413360,941.5945330296128,31000,73,0,0.0342816555056553,0.23136225
PRV55182,102,25940,254.31372549019608,2800,37,0,-0.1277116946092834,0.14695288
PRV55183,117,257750,2202.991452991453,37000,36,0,-0.0497729458519735,0.25754705
PRV55184,56,15760,281.42857142857144,3300,25,0,-0.1609934895631037,0.15469332
PRV55185,206,112170,544.5145631067961,28000,29,0,-0.079717912603839,0.14639767
PRV55187,125,29270,234.16,3300,40,0,-0.1138339039114905,0.14743079
PRV55188,207,73470,354.92753623188406,17000,23,0,-0.1004058660391964,0.16022305
PRV55189,133,339940,2555.93984962406,24000,68,0,0.0072177996562903,0.22261794
PRV55191,90,17290,192.11111111111111,2500,62,0,-0.0811129908492057,0.14020115
PRV55192,253,218640,864.1897233201581,24000,121,0,0.0661879944685192,0.17659241
PRV55193,44,444380,10099.545454545454,102000,11,1,0.1316664898716292,0.699764
PRV55194,421,1700900,4040.142517814727,57000,120,1,0.1868690372315512,0.56952304
PRV55195,77,246730,3204.285714285714,65000,20,1,-0.0218597205996108,0.42664146
PRV55196,173,150790,871.6184971098265,83000,84,0,0.1030678518977249,0.17093329
PRV55197,73,24210,331.6438356164384,3300,17,0,-0.1646438844078682,0.15115358
PRV55198,68,22280,327.6470588235294,8000,32,0,-0.1323862444631052,0.13204329
PRV55200,69,20250,293.4782608695652,3300,1,0,-0.171381413682241,0.15980929
PRV55202,30,11980,399.3333333333333,3300,12,0,-0.1728406385449252,0.043103855
PRV55203,25,46470,1858.8,15000,13,0,-0.1367704826801593,0.04821674
PRV55205,260,638060,2454.076923076923,102000,138,0,0.1886746660204511,0.34498027
PRV55206,103,33090,321.2621359223301,4100,71,0,-0.0668893623706211,0.16533673
PRV55207,167,41510,248.562874251497,2800,85,0,-0.0349760253207276,0.14268859
PRV55208,53,76300,1439.622641509434,31000,36,0,-0.0955728010036017,0.20673019
PRV55209,762,2914700,3825.065616797901,57000,171,1,0.2453495857840196,0.46640006
PRV55210,174,50480,290.11494252873564,3300,7,0,-0.1471096601951133,0.14786504
PRV55211,32,7030,219.6875,3300,21,0,-0.1636655474272453,0.05170778
PRV55213,81,80390,992.4691358024692,57000,25,0,-0.0568239390414908,0.22910717
PRV55214,190,45880,241.4736842105264,3300,56,0,-0.0838098970225831,0.16510583
PRV55215,3393,2284560,673.315649867374,45000,544,1,0.2852739135704402,0.21505672
PRV55216,80,59370,742.125,18000,24,0,-0.126086142734105,0.15386684
PRV55218,94,20910,222.4468085106383,2500,34,0,-0.1316228521800608,0.15891019
PRV55219,89,17530,196.96629213483143,1700,48,0,-0.0971967723017858,0.17129694
PRV55220,102,23280,228.23529411764707,3300,44,0,-0.1133706661445627,0.15890592
PRV55224,23,5800,252.17391304347825,3300,9,0,-0.1765593926405835,0.025579808
PRV55225,66,199390,3021.060606060606,57000,31,1,-0.045588819461831,0.31912225
PRV55226,242,80690,333.4297520661157,3300,115,0,0.0311058531557445,0.15559435
