Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud
PRV54511,32,8690,271.5625,2000,22,0
PRV54514,387,644010,1664.108527131783,61000,146,1
PRV54515,67,22750,339.55223880597015,3300,28,0
PRV54517,45,5660,125.77777777777777,600,10,0
PRV54519,15,4540,302.6666666666667,2500,2,0
PRV54520,15,8080,538.6666666666666,2200,6,0
PRV54521,64,31840,497.5,3300,8,0
PRV54522,2,2030,1015.0,2000,2,0
PRV54523,1,90,90.0,90,1,0
PRV54524,21,2840,135.23809523809524,600,8,0
PRV54526,46,10230,222.3913043478261,2100,7,0
PRV54528,23,5710,248.2608695652174,2100,1,0
PRV54529,5,160,32.0,50,5,0
PRV54530,13,2580,198.46153846153845,1400,2,0
PRV54531,30,14030,467.6666666666667,5000,14,0
PRV54535,34,7090,208.52941176470588,2900,14,0
PRV54536,13,4890,376.15384615384613,2700,6,0
PRV54537,60,22470,374.5,3300,1,0
PRV54538,48,21330,444.375,3300,11,0
PRV54539,69,18130,262.7536231884058,3300,14,0
PRV54540,20,9690,484.5,3300,11,1
PRV54541,7,6050,864.2857142857143,3000,5,0
PRV54542,20,35420,1771.0,10000,6,0
PRV54543,17,41500,2441.176470588235,17000,10,1
PRV54544,28,5250,187.5,800,2,0
PRV54545,2,180,90.0,90,1,0
PRV54546,6,910,151.66666666666666,600,2,0
PRV54547,3,540,180.0,400,2,0
PRV54548,12,1890,157.5,900,2,0
PRV54549,1,40,40.0,40,1,0
PRV54550,21,5550,264.2857142857143,2400,1,0
PRV54551,7,1960,280.0,1300,1,0
PRV54552,45,11370,252.66666666666666,2100,3,0
PRV54553,18,3740,207.77777777777777,1700,3,0
PRV54554,26,6990,268.84615384615387,3050,2,0
PRV54555,6,51000,8500.0,18000,5,0
PRV54557,564,157890,279.9468085106383,14090,40,1
PRV54558,73,197970,2711.917808219178,36000,50,0
PRV54559,66,255560,3872.121212121212,43000,47,0
PRV54560,98,473080,4827.34693877551,50000,49,1
PRV54561,186,269670,1449.8387096774193,51000,43,0
PRV54562,206,57510,279.1747572815534,2700,8,0
PRV54563,267,79070,296.14232209737827,4060,39,0
PRV54564,803,229780,286.1519302615193,14020,69,0
PRV54565,130,412130,3170.230769230769,57000,78,0
PRV54566,308,755660,2453.4415584415583,103000,154,1
PRV54567,57,112690,1977.017543859649,37000,25,0
PRV54568,56,53640,957.8571428571429,12000,26,0
PRV54569,63,209350,3323.0158730158732,49000,27,0
PRV54571,17,50610,2977.0588235294117,20000,6,0
PRV54572,146,53110,363.7671232876712,3300,34,0
PRV54573,22,5960,270.90909090909093,2800,8,0
PRV54574,35,7800,222.85714285714286,2400,12,0
PRV54575,273,504080,1846.4468864468865,95000,18,0
PRV54576,16,113100,7068.75,18000,13,0
PRV54577,61,494010,8098.524590163935,57000,21,0
PRV54578,77,24130,313.3766233766234,3000,27,0
PRV54579,2,1290,645.0,1200,2,0
PRV54580,30,7280,242.66666666666666,3200,15,0
PRV54581,11,2160,196.36363636363637,900,5,0
PRV54582,71,18960,267.0422535211268,3100,14,0
PRV54585,75,22620,301.6,3300,13,0
PRV54587,3,150,50.0,70,3,0
PRV54588,63,17220,273.3333333333333,2900,5,0
PRV54589,11,1700,154.54545454545453,700,4,0
PRV54590,66,28700,434.8484848484849,16000,7,0
PRV54591,45,8280,184.0,1110,8,0
PRV54593,35,10960,313.14285714285717,3300,1,0
PRV54595,11,7620,692.7272727272727,2300,4,0
PRV54596,64,16490,257.65625,1800,1,0
PRV54597,15,5000,333.3333333333333,3300,3,0
PRV54598,9,1010,112.22222222222223,300,6,0
PRV54599,17,3820,224.7058823529412,800,6,0
PRV54601,11,710,64.54545454545455,200,3,0
PRV54602,14,1710,122.14285714285714,700,5,0
PRV54603,57,16180,283.859649122807,3300,9,0
PRV54604,38,8240,216.8421052631579,1500,3,0
PRV54606,8,1510,188.75,900,4,0
PRV54608,33,10650,322.72727272727275,3300,2,0
PRV54609,45,17160,381.3333333333333,2300,4,0
PRV54610,45,14470,321.55555555555554,2900,3,0
PRV54611,6,4760,793.3333333333334,4000,5,0
PRV54612,12,1120,93.33333333333333,400,4,0
PRV54614,15,1440,96.0,300,4,0
PRV54615,5,310,62.0,100,1,0
PRV54616,5,23310,4662.0,18000,4,0
PRV54618,32,10200,318.75,2300,1,0
PRV54619,33,9710,294.24242424242425,1500,2,0
PRV54620,13,74520,5732.307692307692,34000,5,0
PRV54621,1,900,900.0,900,1,0
PRV54622,10,890,89.0,300,6,0
PRV54623,43,8030,186.74418604651163,1400,2,0
PRV54624,10,10180,1018.0,3300,6,0
PRV54625,16,7290,455.625,2900,1,0
PRV54627,26,5530,212.69230769230768,2000,5,0
PRV54628,4,1540,385.0,1400,2,0
PRV54629,3,580,193.33333333333334,400,2,0
PRV54630,85,25680,302.11764705882354,4300,4,0
PRV54633,12,1430,119.16666666666667,500,7,0
PRV54634,32,6110,190.9375,1900,12,0
PRV54635,33,6590,199.6969696969697,2400,1,0
PRV54636,76,26500,348.6842105263158,3300,2,0
PRV54637,13,226000,17384.615384615383,57000,4,0
PRV54638,6,82000,13666.666666666666,41000,3,0
PRV54639,13,110000,8461.538461538461,41000,4,0
PRV54640,19,74260,3908.4210526315787,29000,16,0
PRV54642,49,14110,287.9591836734694,2800,30,0
PRV54643,18,8380,465.55555555555554,3300,16,0
PRV54644,68,212370,3123.0882352941176,57000,53,1
PRV54645,2,1010,505.0,1000,2,0
PRV54646,23,11180,486.0869565217391,3300,1,0
PRV54649,75,315080,4201.066666666667,57000,47,1
PRV54651,91,291760,3206.153846153846,36000,61,1
PRV54652,38,12020,316.3157894736842,2800,2,0
PRV54653,70,377740,5396.285714285715,42000,34,0
PRV54656,35,11380,325.14285714285717,2500,21,0
PRV54657,46,292220,6352.608695652174,101000,34,0
PRV54658,85,192580,2265.6470588235293,12000,57,0
PRV54660,24,5110,212.91666666666666,2400,18,0
PRV54661,19,88200,4642.105263157895,68000,12,0
PRV54662,45,25590,568.6666666666666,8000,22,0
PRV54664,2,1200,600.0,900,2,0
PRV54666,5,11310,2262.0,10000,3,0
PRV54667,166,136690,823.433734939759,17000,15,0
PRV54668,306,96050,313.8888888888889,3300,26,0
PRV54670,159,39370,247.61006289308176,3200,13,0
PRV54671,3,920,306.6666666666667,800,2,0
PRV54672,10,4200,420.0,1700,4,0
PRV54673,1,6000,6000.0,6000,1,0
PRV54674,3,27000,9000.0,16000,1,0
PRV54675,37,422000,11405.405405405405,47000,3,1
PRV54676,40,375200,9380.0,40000,4,1
PRV54677,27,16270,602.5925925925926,2800,2,0
PRV54678,15,6850,456.6666666666667,2500,3,0
PRV54679,1,7000,7000.0,7000,1,0
PRV54680,18,257000,14277.777777777777,57000,4,1
PRV54681,301,63790,211.9269102990033,3300,125,0
PRV54682,96,57690,600.9375,9000,50,0
PRV54683,462,123850,268.0735930735931,8060,140,0
PRV54684,133,43360,326.01503759398497,3000,44,0
PRV54685,145,40150,276.8965517241379,3300,46,0
PRV54686,157,145620,927.515923566879,13000,55,0
PRV54687,18,9390,521.6666666666666,2200,16,0
PRV54688,1032,401660,389.20542635658916,81000,30,1
PRV54689,20,2070,103.5,600,16,0
PRV54690,840,224960,267.8095238095238,3300,10,0
PRV54691,67,98310,1467.313432835821,41000,34,0
PRV54692,72,375880,5220.555555555556,51000,16,1
PRV54693,52,39930,767.8846153846154,11000,26,0
PRV54694,330,90760,275.030303030303,3300,17,0
PRV54695,53,15750,297.1698113207547,3300,25,0
PRV54696,71,139150,1959.8591549295775,50000,28,0
PRV54697,8,10880,1360.0,10000,6,0
PRV54699,4,360,90.0,200,4,0
PRV54701,6,1310,218.33333333333334,1000,5,0
PRV54703,11,660,60.0,200,11,0
PRV54704,161,44710,277.70186335403724,3000,20,0
PRV54705,257,219740,855.0194552529183,19000,19,0
PRV54707,9,1280,142.22222222222223,500,1,0
PRV54708,8,2680,335.0,1800,2,0
PRV54710,2,860,430.0,800,2,0
PRV54711,2,40,20.0,20,1,0
PRV54712,14,7460,532.8571428571429,2300,1,0
PRV54713,17,1770,104.11764705882354,400,1,0
PRV54714,10,2480,248.0,1400,1,0
PRV54715,19,6890,362.63157894736844,2200,2,0
PRV54716,141,39240,278.29787234042556,3300,2,0
PRV54717,3,2400,800.0,2300,1,0
PRV54718,29,302000,10413.793103448275,57000,2,1
PRV54720,9,127000,14111.111111111111,27000,1,0
PRV54723,90,24350,270.55555555555554,2200,36,0
PRV54724,71,495650,6980.985915492958,57000,14,0
PRV54725,116,34700,299.13793103448273,3300,65,0
PRV54726,34,33290,979.1176470588235,22000,26,0
PRV54727,59,24270,411.35593220338984,3300,47,0
PRV54728,11,13690,1244.5454545454545,6000,9,0
PRV54730,40,9450,236.25,2700,21,0
PRV54734,138,42870,310.6521739130435,3300,38,0
PRV54735,38,59710,1571.3157894736842,20000,28,0
PRV54737,35,169510,4843.142857142857,42000,23,0
PRV54739,186,632650,3401.3440860215055,57000,41,1
PRV54741,177,47650,269.2090395480226,3300,90,0
PRV54742,1892,2969530,1569.5190274841439,125000,15,1
PRV54743,80,87470,1093.375,18000,56,1
PRV54745,828,295740,357.17391304347825,14000,23,0
PRV54747,21,5420,258.0952380952381,2700,18,0
PRV54748,85,32110,377.7647058823529,2800,38,0
PRV54753,16,7780,486.25,3300,9,0
PRV54756,19,17390,915.2631578947369,4000,13,0
PRV54757,65,117290,1804.4615384615386,16000,50,0
PRV54758,95,25690,270.42105263157896,3300,68,0
PRV54759,44,45140,1025.909090909091,15000,22,0
PRV54760,31,195090,6293.225806451613,38000,10,0
PRV54761,822,216040,262.82238442822387,3300,8,0
PRV54763,34,11770,346.1764705882353,3300,23,0
PRV54764,51,162080,3178.0392156862745,34000,36,0
PRV54765,239,2000500,8370.292887029289,57000,32,1
PRV54767,63,62080,985.3968253968254,10000,35,0
PRV54768,32,79420,2481.875,17000,26,0
PRV54771,85,171560,2018.3529411764705,38000,50,1
PRV54772,2115,1751320,828.0472813238771,57000,42,1
PRV54773,34,160210,4712.058823529412,38000,24,0
PRV54774,488,203170,416.33196721311475,33000,15,0
PRV54776,37,37450,1012.1621621621622,15000,31,0
PRV54778,1672,998160,596.9856459330143,33000,8,1
PRV54779,31,120680,3892.9032258064517,34000,26,0
PRV54780,21,4950,235.71428571428572,2400,9,0
PRV54781,205,776560,3788.0975609756097,53000,44,1
PRV54783,28,20530,733.2142857142857,3300,14,0
PRV54784,9,1520,168.88888888888889,600,4,0
PRV54785,8,26330,3291.25,17000,7,0
PRV54786,1316,415900,316.03343465045594,11900,9,1
PRV54787,77,297820,3867.7922077922076,55000,48,0
PRV54789,3,30000,10000.0,14000,3,0
PRV54790,8,3560,445.0,1800,2,0
PRV54792,22,5390,245.0,1300,2,0
PRV54793,10,3820,382.0,2500,3,0
PRV54794,3,450,150.0,300,3,0
PRV54795,21,7510,357.6190476190476,3300,6,0
PRV54796,2,1700,850.0,1100,1,0
PRV54798,5,290,58.0,100,1,0
PRV54799,1,100,100.0,100,1,0
PRV54800,2,500,250.0,400,2,0
PRV54802,17,1770,104.11764705882354,500,4,0
PRV54803,3,1880,626.6666666666666,1800,2,0
PRV54805,5,270,54.0,200,1,0
PRV54806,75,13300,177.33333333333334,2000,1,0
PRV54808,32,15140,473.125,4020,3,1
PRV54809,55,21170,384.90909090909093,3300,4,0
PRV54810,7,3800,542.8571428571429,2700,2,0
PRV54812,12,156000,13000.0,42000,3,0
PRV54813,1056,300030,284.1193181818182,5300,1,0
PRV54814,82,20790,253.53658536585365,2700,3,0
PRV54817,1,7000,7000.0,7000,1,0
PRV54818,5,46000,9200.0,26000,2,0
PRV54819,25,158110,6324.4,20000,4,0
PRV54820,1,12000,12000.0,12000,1,0
PRV54821,7,39000,5571.428571428572,9000,1,0
PRV54822,16,136000,8500.0,18000,2,1
PRV54824,10,100000,10000.0,23000,1,0
PRV54827,17,2570,151.1764705882353,600,1,0
PRV54828,60,111610,1860.1666666666667,57000,16,1
PRV54829,75,21140,281.8666666666667,2500,30,0
PRV54830,11,13810,1255.4545454545455,13000,6,0
PRV54831,17,34040,2002.3529411764705,20000,13,0
PRV54832,60,95240,1587.3333333333333,54000,19,1
PRV54833,88,19000,215.9090909090909,3300,3,0
PRV54834,16,59300,3706.25,24000,8,0
PRV54836,8,3400,425.0,1600,6,0
PRV54837,1843,524060,284.35160065111234,16300,12,1
PRV54838,58,10800,186.20689655172413,1600,1,0
PRV54840,26,6520,250.76923076923077,1900,12,0
PRV54841,6,50250,8375.0,27000,5,0
PRV54842,130,62420,480.15384615384613,11000,18,0
PRV54845,41,100280,2445.8536585365855,37000,18,1
PRV54846,42,117930,2807.8571428571427,31000,27,0
PRV54847,296,128200,433.1081081081081,16000,59,0
PRV54848,28,239270,8545.357142857143,57000,5,0
PRV54849,12,1590,132.5,300,8,0
PRV54852,180,51420,285.6666666666667,3300,2,0
PRV54854,131,39660,302.7480916030534,3300,3,0
PRV54855,212,56930,268.5377358490566,3200,3,0
PRV54856,1,40,40.0,40,1,0
PRV54859,25,12250,490.0,3300,4,0
PRV54860,21,14080,670.4761904761905,3300,1,0
PRV54861,43,6450,150.0,900,9,0
PRV54862,7,3530,504.2857142857143,2800,2,0
PRV54863,6,1140,190.0,500,2,0
PRV54864,5,860,172.0,500,2,0
PRV54865,6,610,101.66666666666667,300,2,0
PRV54866,2,40,20.0,20,1,0
PRV54867,3,3550,1183.3333333333333,3300,1,0
PRV54868,105,25220,240.1904761904762,3100,1,0
PRV54869,8,950,118.75,300,1,0
PRV54870,8,1080,135.0,300,1,0
PRV54871,10,3260,326.0,2000,1,0
PRV54873,8,420,52.5,90,3,0
PRV54875,20,172000,8600.0,25000,3,1
PRV54876,3,58000,19333.333333333332,37000,2,1
PRV54877,70,26290,375.57142857142856,3300,20,0
PRV54878,16,9240,577.5,5000,7,0
PRV54879,245,643720,2627.4285714285716,57000,36,1
PRV54881,39,294510,7551.538461538462,35000,6,0
PRV54882,253,369680,1461.1857707509882,34000,132,1
PRV54883,1,13000,13000.0,13000,1,0
PRV54885,316,411400,1301.8987341772151,41000,180,0
PRV54886,9,7940,882.2222222222222,5300,8,0
PRV54887,143,48780,341.1188811188811,3300,77,0
PRV54888,413,120880,292.6876513317191,3300,146,0
PRV54889,56,100580,1796.0714285714287,34000,33,0
PRV54890,77,74320,965.1948051948052,44000,53,0
PRV54891,50,83380,1667.6,35000,18,0
PRV54892,49,10670,217.75510204081633,3300,30,0
PRV54893,8,1830,228.75,1000,6,0
PRV54894,229,1757060,7672.751091703057,103000,64,1
PRV54895,3436,1057610,307.80267753201394,36000,26,1
PRV54896,159,616860,3879.622641509434,57000,56,1
PRV54898,9,72000,8000.0,17000,1,0
PRV54900,14,3490,249.28571428571428,1000,14,0
PRV54901,25,103960,4158.4,46000,23,0
PRV54902,16,9840,615.0,5000,10,0
PRV54903,7,57000,8142.857142857143,17000,1,0
PRV54904,19,7970,419.4736842105263,2900,9,0
PRV54905,149,79620,534.3624161073825,17000,44,0
PRV54906,22,127150,5779.545454545455,57000,14,0
PRV54907,170,59920,352.47058823529414,5020,22,0
PRV54908,115,34230,297.6521739130435,4200,41,0
PRV54909,27,89860,3328.1481481481483,15000,22,0
PRV54910,215,80880,376.1860465116279,12000,69,0
PRV54911,85,25520,300.2352941176471,3000,35,0
PRV54914,402,212930,529.6766169154229,24000,14,0
PRV54916,107,183750,1717.2897196261683,55000,13,0
PRV54917,37,112450,3039.189189189189,13000,5,0
PRV54918,166,874860,5270.240963855422,83000,50,1
PRV54919,178,66770,375.1123595505618,9000,40,0
PRV54923,79,30400,384.8101265822785,3300,17,0
PRV54924,173,279220,1613.9884393063585,41000,46,0
PRV54925,122,478870,3925.1639344262294,57000,24,1
PRV54926,47,85620,1821.7021276595744,32000,19,0
PRV54927,102,22600,221.5686274509804,2300,40,0
PRV54929,26,197630,7601.153846153846,41000,21,1
PRV54930,211,93570,443.45971563981044,10000,55,0
PRV54931,52,248540,4779.615384615385,37000,35,1
PRV54932,59,21160,358.64406779661016,3300,45,0
PRV54933,64,273200,4268.75,41000,16,1
PRV54934,71,178930,2520.1408450704225,23000,28,0
PRV54935,89,23250,261.23595505617976,3300,32,0
PRV54936,221,1139730,5157.149321266968,57000,55,1
PRV54937,36,36260,1007.2222222222222,11000,26,0
PRV54938,86,25530,296.86046511627904,3100,57,0
PRV54939,1380,407800,295.5072463768116,7900,239,1
PRV54941,18,4990,277.22222222222223,2100,11,0
PRV54942,130,365970,2815.153846153846,124000,58,1
PRV54943,23,23450,1019.5652173913044,16000,15,0
PRV54944,120,38620,321.8333333333333,3300,85,0
PRV54945,37,5950,160.8108108108108,1100,14,0
PRV54946,91,33740,370.7692307692308,3300,61,0
PRV54947,26,7630,293.46153846153845,3060,15,0
PRV54949,412,525140,1274.611650485437,45000,138,0
PRV54950,18,75400,4188.888888888889,37000,14,1
PRV54952,149,181650,1219.1275167785234,79000,77,1
PRV54953,102,28200,276.47058823529414,3200,34,0
PRV54954,71,18080,254.64788732394365,3300,47,0
PRV54955,314,2134890,6799.012738853503,57000,69,1
PRV54959,95,86510,910.6315789473684,12000,54,0
PRV54960,193,51400,266.32124352331607,3300,70,0
PRV54963,67,29770,444.32835820895525,13000,45,0
PRV54965,107,151480,1415.7009345794393,55000,73,0
PRV54966,1796,502010,279.51559020044544,3300,10,1
PRV54967,51,21920,429.80392156862746,3300,25,0
PRV54968,49,127820,2608.5714285714284,57000,24,0
PRV54970,233,106170,455.6652360515021,15000,35,0
PRV54971,429,541030,1261.1421911421912,47000,11,0
PRV54972,62,16950,273.38709677419354,2400,31,0
PRV54973,129,68880,533.953488372093,10000,70,0
PRV54975,132,36460,276.2121212121212,3500,39,0
PRV54976,55,19940,362.54545454545456,3300,23,0
PRV54977,53,89140,1681.8867924528302,28000,28,0
PRV54978,265,86760,327.39622641509436,5900,14,0
PRV54981,95,816730,8597.157894736842,57000,14,0
PRV54982,37,11860,320.5405405405405,3300,16,0
PRV54983,126,42140,334.44444444444446,3300,53,0
PRV54985,223,63340,284.0358744394619,3100,100,0
PRV54986,618,1693410,2740.145631067961,85000,105,1
PRV54988,41,14310,349.0243902439024,3300,26,0
PRV54990,20,46600,2330.0,27000,16,0
PRV54991,130,21180,162.92307692307693,3300,63,0
PRV54992,18,11710,650.5555555555555,3300,14,0
PRV54993,53,185920,3507.9245283018868,92000,28,0
PRV54995,16,6060,378.75,3300,9,0
PRV54997,34,39770,1169.7058823529412,15000,15,0
PRV54998,207,563540,2722.415458937198,33000,23,1
PRV54999,10,40940,4094.0,16000,9,0
PRV55000,764,1166020,1526.2041884816754,49000,139,0
PRV55001,158,41400,262.0253164556962,3300,68,0
PRV55002,100,27060,270.6,3300,30,0
PRV55003,76,77850,1024.342105263158,28000,32,0
PRV55004,2399,703610,293.29303876615256,23000,25,1
PRV55005,130,516780,3975.230769230769,42000,43,0
PRV55006,41,37250,908.5365853658536,10000,21,0
PRV55007,14,3330,237.85714285714286,1600,9,0
PRV55010,289,66400,229.75778546712803,3300,26,1
PRV55011,56,13750,245.53571428571428,3300,28,0
PRV55012,73,19800,271.2328767123288,3300,24,0
PRV55013,83,17800,214.4578313253012,3300,49,0
PRV55016,146,38140,261.2328767123288,3300,26,0
PRV55018,75,615940,8212.533333333333,49000,10,1
PRV55019,285,1857020,6515.859649122807,57000,52,1
PRV55022,137,716850,5232.481751824817,57000,34,1
PRV55023,64,420150,6564.84375,57000,13,0
PRV55024,46,32980,716.9565217391304,8000,40,0
PRV55026,272,76910,282.75735294117646,3300,124,0
PRV55027,156,191990,1230.7051282051282,57000,68,1
PRV55028,223,241790,1084.2600896860986,51000,11,0
PRV55029,255,224000,878.4313725490196,22000,90,0
PRV55030,311,782900,2517.363344051447,57000,78,1
PRV55031,32,45300,1415.625,19000,26,0
PRV55032,36,20340,565.0,5000,18,0
PRV55034,612,435780,712.0588235294117,48000,2,1
PRV55035,14,3860,275.7142857142857,3300,5,0
PRV55036,64,14760,230.625,2400,30,0
PRV55037,649,313660,483.2973805855162,26000,14,0
PRV55038,15,4230,282.0,1400,13,0
PRV55039,2058,816200,396.5986394557823,27000,55,1
PRV55040,6,6630,1105.0,3300,5,0
PRV55041,21,63880,3041.904761904762,30000,18,0
PRV55042,124,126300,1018.5483870967741,29000,47,0
PRV55043,119,35450,297.89915966386553,3300,65,0
PRV55044,9,1070,118.88888888888889,700,9,0
PRV55045,66,27630,418.6363636363636,4700,22,0
PRV55048,94,866240,9215.31914893617,56000,14,1
PRV55049,148,725150,4899.6621621621625,49000,38,1
PRV55050,183,49610,271.09289617486337,3300,1,0
PRV55051,7,60000,8571.42857142857,18000,2,0
PRV55052,49,8480,173.0612244897959,2100,7,0
PRV55053,54,13340,247.03703703703704,3000,5,0
PRV55054,69,12650,183.33333333333334,1300,6,0
PRV55056,100,40290,402.9,8900,20,0
PRV55057,347,94560,272.507204610951,9200,6,1
PRV55058,227,63470,279.6035242290749,7600,8,0
PRV55059,153,51910,339.281045751634,3300,4,0
PRV55061,95,24290,255.68421052631578,2900,21,0
PRV55062,29,7460,257.2413793103448,1600,8,0
PRV55063,10,660,66.0,200,10,0
PRV55064,621,187750,302.33494363929145,8700,1,0
PRV55067,1,29000,29000.0,29000,1,0
PRV55068,6,2620,436.6666666666667,1700,1,0
PRV55069,21,2050,97.61904761904762,500,4,0
PRV55070,20,3220,161.0,1000,1,0
PRV55071,70,25930,370.42857142857144,3300,5,0
PRV55072,48,9550,198.95833333333334,3000,3,0
PRV55073,18,6570,365.0,1200,2,0
PRV55074,1,10,10.0,10,1,0
PRV55076,5,770,154.0,400,3,0
PRV55077,8,390,48.75,90,1,0
PRV55078,1,0,0.0,0,1,0
PRV55079,47,10940,232.7659574468085,2800,1,0
PRV55080,8,4820,602.5,1800,3,0
PRV55081,30,6950,231.66666666666666,1700,1,0
PRV55083,196,50470,257.5,3300,2,0
PRV55085,24,9180,382.5,2500,5,0
PRV55086,78,14690,188.33333333333334,3300,3,0
PRV55087,201,43770,217.76119402985074,3300,3,0
PRV55088,31,15250,491.93548387096774,3300,4,0
PRV55089,1,400,400.0,400,1,0
PRV55091,18,4750,263.8888888888889,2100,4,0
PRV55092,8,660,82.5,200,1,0
PRV55093,19,3380,177.89473684210526,1000,2,0
PRV55094,19,17100,900.0,3300,3,0
PRV55095,20,7520,376.0,2800,4,0
PRV55096,27,5350,198.14814814814815,1000,1,0
PRV55097,4,720,180.0,500,2,0
PRV55098,27,6970,258.14814814814815,1400,1,0
PRV55099,97,24200,249.48453608247422,3300,6,0
PRV55103,78,15100,193.5897435897436,3300,2,0
PRV55104,52,14880,286.15384615384613,2000,2,0
PRV55106,5,3870,774.0,3300,1,0
PRV55108,223,63340,284.0358744394619,3300,5,0
PRV55110,40,9960,249.0,3300,2,0
PRV55111,29,4070,140.3448275862069,1200,2,0
PRV55112,32,5750,179.6875,2600,2,0
PRV55114,13,4480,344.61538461538464,2200,3,0
PRV55116,284,81920,288.4507042253521,3300,2,0
PRV55117,4,800,200.0,400,3,0
PRV55118,5,10600,2120.0,10000,4,0
PRV55120,9,58200,6466.666666666667,19000,3,0
PRV55121,20,173070,8653.5,57000,3,0
PRV55122,1,5000,5000.0,5000,1,0
PRV55123,2,90,45.0,70,2,0
PRV55124,9,152000,16888.88888888889,46000,5,0
PRV55126,2,13000,6500.0,7000,2,0
PRV55128,8,111000,13875.0,35000,3,0
PRV55129,3,10600,3533.3333333333335,10000,2,0
PRV55130,3,28000,9333.333333333334,17000,1,0
PRV55131,2,47000,23500.0,32000,1,0
PRV55132,10,108000,10800.0,17000,2,0
PRV55133,2,50000,25000.0,34000,2,0
PRV55134,1,11000,11000.0,11000,1,0
PRV55135,3,25000,8333.333333333334,19000,3,0
PRV55136,8,102000,12750.0,41000,6,0
PRV55137,2,38000,19000.0,27000,2,0
PRV55138,3,25000,8333.333333333334,11000,1,0
PRV55140,9,85000,9444.444444444445,39000,1,0
PRV55141,2,90,45.0,60,1,0
PRV55143,1,10000,10000.0,10000,1,0
PRV55144,2,41000,20500.0,36000,1,0
PRV55145,14,143000,10214.285714285714,57000,2,0
PRV55146,1,6000,6000.0,6000,1,0
PRV55147,6,112200,18700.0,57000,3,1
PRV55148,1,7000,7000.0,7000,1,0
PRV55149,16,145000,9062.5,32000,1,0
PRV55150,6,19100,3183.3333333333335,9000,3,0
PRV55151,1,10000,10000.0,10000,1,0
PRV55152,10,78300,7830.0,17000,3,0
PRV55154,1,900,900.0,900,1,0
PRV55155,9,68000,7555.555555555556,18000,2,0
PRV55156,1,6000,6000.0,6000,1,0
PRV55157,3,16000,5333.333333333333,7000,1,0
PRV55158,698,508210,728.0945558739255,57000,11,0
PRV55160,10,120000,12000.0,42000,3,0
PRV55161,2,28000,14000.0,24000,2,0
PRV55163,587,168750,287.4787052810903,13000,42,1
PRV55164,154,239760,1556.8831168831168,36000,38,0
PRV55165,241,329870,1368.7551867219918,33000,129,1
PRV55166,72,19740,274.1666666666667,3300,28,0
PRV55167,94,33300,354.25531914893617,3300,29,0
PRV55168,134,51960,387.76119402985074,3300,15,0
PRV55169,721,1011760,1403.2732316227462,57000,233,0
PRV55171,247,407360,1649.2307692307693,23000,28,1
PRV55172,114,727600,6382.456140350877,125000,40,1
PRV55173,25,8350,334.0,3300,14,0
PRV55175,304,254600,837.5,47000,111,0
PRV55176,20,8650,432.5,6000,11,0
PRV55177,327,104420,319.3272171253823,11300,131,0
PRV55178,31,18510,597.0967741935484,6000,13,0
PRV55179,74,178930,2417.972972972973,25000,25,0
PRV55180,127,108440,853.8582677165355,22000,55,0
PRV55181,439,413360,941.5945330296128,31000,73,0
PRV55182,102,25940,254.31372549019608,2800,37,0
PRV55183,117,257750,2202.991452991453,37000,36,0
PRV55184,56,15760,281.42857142857144,3300,25,0
PRV55185,206,112170,544.5145631067961,28000,29,0
PRV55187,125,29270,234.16,3300,40,0
PRV55188,207,73470,354.92753623188406,17000,23,0
PRV55189,133,339940,2555.93984962406,24000,68,0
PRV55191,90,17290,192.11111111111111,2500,62,0
PRV55192,253,218640,864.1897233201581,24000,121,0
PRV55193,44,444380,10099.545454545454,102000,11,1
PRV55194,421,1700900,4040.142517814727,57000,120,1
PRV55195,77,246730,3204.285714285714,65000,20,1
PRV55196,173,150790,871.6184971098265,83000,84,0
PRV55197,73,24210,331.64383561643837,3300,17,0
PRV55198,68,22280,327.6470588235294,8000,32,0
PRV55200,69,20250,293.4782608695652,3300,1,0
PRV55202,30,11980,399.3333333333333,3300,12,0
PRV55203,25,46470,1858.8,15000,13,0
PRV55205,260,638060,2454.076923076923,102000,138,0
PRV55206,103,33090,321.2621359223301,4100,71,0
PRV55207,167,41510,248.562874251497,2800,85,0
PRV55208,53,76300,1439.622641509434,31000,36,0
PRV55209,762,2914700,3825.0656167979005,57000,171,1
PRV55210,174,50480,290.11494252873564,3300,7,0
PRV55211,32,7030,219.6875,3300,21,0
PRV55213,81,80390,992.4691358024692,57000,25,0
PRV55214,190,45880,241.47368421052633,3300,56,0
PRV55215,3393,2284560,673.315649867374,45000,544,1
PRV55216,80,59370,742.125,18000,24,0
PRV55218,94,20910,222.4468085106383,2500,34,0
PRV55219,89,17530,196.96629213483146,1700,48,0
PRV55220,102,23280,228.23529411764707,3300,44,0
PRV55224,23,5800,252.17391304347825,3300,9,0
PRV55225,66,199390,3021.060606060606,57000,31,1
PRV55226,242,80690,333.4297520661157,3300,115,0
PRV55227,46,12100,263.04347826086956,3300,20,0
PRV55229,243,257520,1059.7530864197531,57000,107,0
PRV55230,565,2612740,4624.3185840707965,57000,161,1
PRV55231,126,41470,329.12698412698415,3300,39,0
PRV55232,107,310420,2901.121495327103,58000,23,0
PRV55233,187,54940,293.7967914438503,4000,33,0
