Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score
PRV54262,1,3000,3000.0,3000,1,0,-0.12864955686610752
PRV54263,6,4860,810.0,4000,5,0,-0.16146557340125783
PRV54265,406,112930,278.1527093596059,3300,13,0,-0.07815315936287381
PRV54266,65,339180,5218.153846153846,51000,19,0,-0.03773877861169561
PRV54267,226,78960,349.3805309734513,14040,2,0,-0.10604845013403602
PRV54269,118,32740,277.45762711864404,3300,14,0,-0.15922320419536806
PRV54270,34,11320,332.94117647058823,2300,4,0,-0.1739847655005688
PRV54271,29,6240,215.17241379310343,1000,9,0,-0.1710486622619452
PRV54273,234,72020,307.77777777777777,11100,5,0,-0.11007344641910843
PRV54274,47,16740,356.17021276595744,3300,7,0,-0.17604247131392148
PRV54275,1,50,50.0,50,1,0,-0.16396358104860242
PRV54276,77,100810,1309.2207792207791,57000,12,0,-0.05978076261690962
PRV54278,61,19690,322.78688524590166,3200,6,0,-0.17678987898874127
PRV54280,20,7030,351.5,2300,1,0,-0.17584466360643153
PRV54282,19,6540,344.2105263157895,2000,1,0,-0.17527215975797
PRV54283,5,550,110.0,500,4,0,-0.1708146018361114
PRV54284,113,96100,850.4424778761062,14000,4,0,-0.11166448739381302
PRV54285,20,2550,127.5,700,10,0,-0.16715925831034328
PRV54287,155,37900,244.51612903225808,3000,8,0,-0.1481638132352427
PRV54288,15,4100,273.3333333333333,2300,7,0,-0.1736222490311723
PRV54289,56,17720,316.42857142857144,3300,2,0,-0.1760770116598836
PRV54290,6,3300,550.0,1700,2,0,-0.17252044013256745
PRV54291,10,1710,171.0,500,5,0,-0.1734571526267874
PRV54293,2,2520,1260.0,2500,1,0,-0.151180814481856
PRV54294,1,60,60.0,60,1,0,-0.1652606896469051
PRV54295,1,3300,3300.0,3300,1,0,-0.12638330122811298
PRV54296,54,10460,193.7037037037037,2200,1,0,-0.16457479728453311
PRV54297,8,168000,21000.0,57000,4,1,0.07115097702457285
PRV54298,3,38000,12666.666666666666,21000,3,0,-0.03956912787209094
PRV54299,5,1800,360.0,1000,1,0,-0.17264588199201475
PRV54300,6,1490,248.33333333333331,800,2,0,-0.17784330486987598
PRV54301,13,3690,283.84615384615387,2500,1,0,-0.17665500095553643
PRV54302,1,3300,3300.0,3300,1,0,-0.12638330122811298
PRV54303,16,5160,322.5,1900,1,0,-0.1742195657629148
PRV54304,1,50,50.0,50,1,0,-0.16396358104860242
PRV54305,6,2660,443.3333333333333,1800,1,0,-0.17249629277044354
PRV54306,33,13300,403.030303030303,2200,3,0,-0.1711237650207707
PRV54307,2,400,200.0,300,1,0,-0.1701035451802232
PRV54308,1,70,70.0,70,1,0,-0.16655022598790825
PRV54309,29,6160,212.41379310344828,1000,1,0,-0.17234662122371658
PRV54310,7,300,42.85714285714285,60,1,0,-0.16241648586190527
PRV54311,3,100,33.333333333333336,90,1,0,-0.1642438249399641
PRV54312,4,350,87.5,200,2,0,-0.1694001937515956
PRV54313,16,7070,441.875,3300,4,0,-0.17807785197971998
PRV54315,103,37770,366.6990291262136,3300,2,0,-0.16000525228813323
PRV54316,2,250,125.0,200,1,0,-0.1667222990191038
PRV54317,25,3650,146.0,600,1,0,-0.16740457152150384
PRV54319,1,100,100.0,100,1,0,-0.16546806081221704
PRV54320,102,21760,213.33333333333331,3100,1,0,-0.15975923806160625
PRV54323,51,10380,203.52941176470588,1600,5,1,-0.16800411893572648
PRV54324,32,266000,8312.5,32000,3,0,-0.036562216480635845
PRV54325,15,142000,9466.666666666666,22000,2,0,-0.05604528009755666
PRV54326,5,20000,4000.0,9000,1,0,-0.11316381347084842
PRV54327,70,195380,2791.1428571428573,57000,36,1,-0.039372451578415346
PRV54328,117,195980,1675.042735042735,37000,36,0,-0.060076404554868346
PRV54330,472,280120,593.4745762711865,22000,103,0,0.07140504220246169
PRV54332,995,333170,334.84422110552765,14200,3,0,0.052495207399071986
PRV54333,360,629430,1748.4166666666667,65000,92,1,0.09172901054353022
PRV54334,105,22590,215.14285714285717,3300,12,0,-0.16033109953225777
PRV54335,219,245690,1121.8721461187215,25000,94,0,0.032244969330433304
PRV54336,232,232060,1000.2586206896552,48000,29,1,-0.030614156785944924
PRV54337,149,640510,4298.724832214765,57000,71,0,0.052844572717405836
PRV54339,123,143870,1169.6747967479675,21000,28,0,-0.08669564946698899
PRV54340,96,69900,728.125,23000,36,0,-0.10116025343945745
PRV54341,55,23970,435.8181818181818,6100,10,0,-0.16457688829666073
PRV54342,35,44280,1265.142857142857,9000,18,0,-0.1439160772700825
PRV54343,17,3110,182.94117647058823,900,14,0,-0.1646659443822155
PRV54344,51,17170,336.6666666666667,3300,32,0,-0.14936614296250916
PRV54345,167,47280,283.1137724550898,3300,75,0,-0.056977875479894136
PRV54347,26,6530,251.15384615384616,2100,17,0,-0.16386952362802837
PRV54348,217,959880,4423.410138248848,86000,93,0,0.1741819732398059
PRV54349,77,17850,231.8181818181818,2000,10,0,-0.16043907017785092
PRV54350,1495,1425070,953.2240802675584,98000,84,1,0.2419495758511534
PRV54352,12,1670,139.16666666666666,900,1,0,-0.1738464621974607
PRV54353,32,6620,206.875,1900,22,0,-0.15692135167400406
PRV54354,100,259620,2596.2,30000,34,1,-0.05767946965323767
PRV54355,16,14040,877.5,5000,10,0,-0.1579221850102423
PRV54356,31,195370,6302.258064516129,51000,15,0,-0.049254754620696894
PRV54357,10,2190,219.0,1700,6,0,-0.17184451626339242
PRV54358,43,13150,305.8139534883721,3200,19,0,-0.17099266225680732
PRV54359,490,584210,1192.265306122449,90000,42,1,0.12352435521823979
PRV54360,37,9100,245.94594594594597,2500,27,0,-0.15467255422756332
PRV54361,40,83640,2091.0,33000,13,1,-0.10670626890581691
PRV54362,50,14510,290.2,3300,18,0,-0.1718843694518571
PRV54363,64,136700,2135.9375,33000,23,0,-0.08958970512276748
PRV54365,115,31190,271.2173913043478,2900,16,0,-0.1551900964972746
PRV54367,636,3133880,4927.48427672956,57000,163,1,0.24247665691230225
PRV54368,110,45340,412.1818181818182,5000,39,0,-0.11058404745676287
PRV54370,181,42270,233.53591160220995,3300,74,0,-0.05430239661687902
PRV54371,31,8280,267.0967741935484,1900,19,0,-0.16197940061434657
PRV54372,1617,673000,416.2028447742733,49000,68,1,0.16480492189512586
PRV54373,8,5830,728.75,5000,5,0,-0.1605962960220521
PRV54374,854,280020,327.89227166276345,15000,10,0,0.020795595725176974
PRV54375,56,143990,2571.25,17000,37,0,-0.07179709409154411
PRV54377,20,33110,1655.5,16000,16,0,-0.13290742124341692
PRV54378,79,200510,2538.1012658227846,32000,50,0,-0.043142043844738076
PRV54379,116,280670,2419.5689655172414,35000,40,0,-0.04339238438995402
PRV54380,12,16940,1411.6666666666667,12000,9,0,-0.14043048720683787
PRV54381,129,163410,1266.7441860465117,57000,75,0,0.02390652140111227
PRV54382,257,704830,2742.529182879377,57000,87,1,0.07591710972514198
PRV54383,29,5470,188.6206896551724,2500,14,0,-0.16808799446213502
PRV54384,28,44280,1581.428571428571,33000,21,0,-0.10684616729112256
PRV54387,415,113710,274.0,3300,3,0,-0.07195921220295914
PRV54388,76,48840,642.6315789473684,7000,27,1,-0.13719182258101326
PRV54389,56,25590,456.9642857142857,3300,39,0,-0.13206862154717408
PRV54390,95,352760,3713.2631578947367,32000,49,0,-0.01909030080861779
PRV54391,318,237230,746.0062893081761,33000,141,1,0.09174798600710099
PRV54392,35,4860,138.85714285714286,700,28,0,-0.14220372042752716
PRV54393,75,48090,641.2,12000,30,0,-0.12841778479145138
PRV54396,44,26840,610.0,10000,21,0,-0.15367497600595625
PRV54399,349,263040,753.6962750716332,32000,21,1,-0.028388812710132105
PRV54400,96,28030,291.9791666666667,2600,2,0,-0.16039792625824567
PRV54401,22,3020,137.27272727272728,1400,17,0,-0.15592584682401994
PRV54402,56,74520,1330.7142857142858,20000,23,0,-0.11828276810267108
PRV54403,12,1880,156.66666666666666,500,9,0,-0.1679767418026608
PRV54404,266,83080,312.3308270676692,6000,25,0,-0.0936433485770623
PRV54407,19,2540,133.68421052631578,600,8,0,-0.16880272092205545
PRV54408,106,53140,501.3207547169811,6000,14,0,-0.14713705042910635
PRV54409,19,35160,1850.5263157894735,14000,9,0,-0.1372175779045074
PRV54410,37,10350,279.72972972972974,2200,4,0,-0.17408108104592707
PRV54411,22,8070,366.8181818181818,2000,7,0,-0.17167226555978943
PRV54412,70,12280,175.42857142857142,1900,5,0,-0.1616791986183655
PRV54413,20,3150,157.5,800,5,0,-0.17487734815854528
PRV54414,30,31780,1059.3333333333333,13000,6,0,-0.1486996692820019
PRV54415,27,7130,264.0740740740741,3300,8,0,-0.1779618989956433
PRV54416,17,7880,463.52941176470586,3300,9,0,-0.17478506931039517
PRV54419,28,4970,177.5,1100,10,0,-0.16974320498742196
PRV54420,1,300,300.0,300,1,0,-0.16612202267845916
PRV54421,65,14530,223.53846153846155,2500,7,0,-0.17293676311191086
PRV54422,15,2750,183.33333333333331,1100,5,0,-0.17662195613232956
PRV54423,93,22480,241.72043010752688,2600,11,0,-0.16260897723461754
PRV54424,2,150,75.0,90,2,0,-0.16755154046730641
PRV54425,18,74300,4127.777777777777,29000,11,0,-0.10730526506900584
PRV54426,24,100390,4182.916666666667,19000,13,0,-0.10809483876022696
PRV54427,62,11740,189.3548387096774,3300,12,0,-0.16848734300806656
PRV54429,65,51170,787.2307692307693,14000,11,0,-0.14651917193403036
PRV54430,64,12900,201.5625,1400,5,0,-0.16323049987296484
PRV54431,9,1580,175.55555555555554,600,7,0,-0.17137254696933352
PRV54432,5,1110,222.0,700,4,0,-0.17184861896506343
PRV54433,14,4040,288.57142857142856,2700,9,0,-0.17397917814750663
PRV54434,42,28830,686.4285714285714,12000,25,0,-0.14162155185131536
PRV54435,11,4280,389.09090909090907,1600,4,0,-0.17552587530493646
PRV54436,2,2200,1100.0,2100,2,0,-0.15302584194500135
PRV54437,14,3230,230.7142857142857,2100,7,0,-0.17233650017877306
PRV54438,272,61630,226.5808823529412,3300,1,0,-0.11210172262073886
PRV54439,3,190,63.333333333333336,100,1,0,-0.16612773344570647
PRV54441,4,480,120.0,300,1,0,-0.16964276194359318
PRV54442,68,25300,372.05882352941177,3300,1,0,-0.17155144860032612
PRV54443,61,27200,445.9016393442623,3300,2,0,-0.17286256349049672
PRV54444,27,9770,361.8518518518519,3300,3,0,-0.17854983374680417
PRV54448,23,6720,292.17391304347825,2800,5,0,-0.17765785937625767
PRV54449,1,50,50.0,50,1,0,-0.16396358104860242
PRV54450,10,5790,579.0,2400,1,0,-0.17085474601527456
PRV54451,13,8310,639.2307692307693,2900,1,0,-0.16982160505486182
PRV54452,5,520,104.0,300,2,0,-0.17034629898148346
PRV54454,171,45040,263.39181286549706,3300,1,0,-0.14145723959173273
PRV54455,6,1390,231.66666666666663,1100,1,0,-0.17534338979880376
PRV54456,8,1370,171.25,500,2,0,-0.17618674558026476
PRV54457,16,2220,138.75,1000,1,0,-0.17353676637775362
PRV54459,9,3080,342.22222222222223,2200,2,0,-0.17577752562707982
PRV54460,5,47000,9400.0,16000,5,0,-0.06620081947454437
PRV54461,12,152000,12666.666666666666,32000,4,0,-0.02338114597044544
PRV54462,80,16330,204.125,2500,2,0,-0.1647748835692896
PRV54463,3,2010,670.0,1300,3,0,-0.16470135376223477
PRV54465,9,3610,401.1111111111111,2200,1,0,-0.17405899563340527
PRV54466,3,120,40.0,100,2,0,-0.16577760164397903
PRV54467,7,1380,197.14285714285717,900,2,0,-0.17768160537004435
PRV54468,21,1710,81.42857142857143,400,4,0,-0.16852036682853638
PRV54469,11,3290,299.09090909090907,1100,2,0,-0.1775513815598761
PRV54471,46,16700,363.0434782608696,3300,1,0,-0.17338912866294948
PRV54472,32,16300,509.375,3300,1,0,-0.16935391055063387
PRV54473,19,11020,580.0,2300,3,0,-0.16946874920097527
PRV54475,151,43120,285.5629139072848,2600,1,0,-0.14293212963396668
PRV54477,100,34310,343.1,4010,11,0,-0.15740564757760633
PRV54478,64,21590,337.34375,2700,3,0,-0.17261185996891698
PRV54479,17,8640,508.2352941176471,3300,4,0,-0.17620469922443688
PRV54480,6,40000,6666.666666666667,11000,1,0,-0.09261626735038486
PRV54481,8,1890,236.25,700,2,0,-0.17696449399064568
PRV54482,6,370,61.66666666666666,100,3,0,-0.1655621578514836
PRV54483,13,1170,90.0,200,1,0,-0.1698742782622285
PRV54486,28,8010,286.07142857142856,2700,2,0,-0.17756517067458782
PRV54489,14,6300,450.0,3300,2,0,-0.17908925489172495
PRV54490,23,2160,93.91304347826087,600,2,0,-0.17459292208349225
PRV54491,14,8730,623.5714285714286,3300,2,0,-0.17504314534709076
PRV54496,8,2360,295.0,700,1,0,-0.17285777662597523
PRV54497,5,51000,10200.0,14000,3,0,-0.06122740974257823
PRV54498,1,12000,12000.0,12000,1,0,-0.042211714589236116
PRV54499,1,11000,11000.0,11000,1,0,-0.052316363464740445
PRV54500,2,25000,12500.0,16000,1,0,-0.035090552006823816
PRV54501,3,40000,13333.333333333334,24000,2,0,-0.028137120346135025
PRV54502,3,55000,18333.33333333333,23000,1,0,0.017863106060163836
PRV54503,1,8000,8000.0,8000,1,0,-0.07540420839185563
PRV54504,120,434920,3624.3333333333335,57000,40,1,-0.01434853060716823
PRV54505,38,55140,1451.0526315789473,14000,21,1,-0.13570441109817982
PRV54506,134,56570,422.1641791044776,9000,47,0,-0.09187627751623562
PRV54507,109,363310,3333.119266055046,32000,55,0,-0.012414775821970592
PRV54508,90,33010,366.77777777777777,3300,44,0,-0.11886734774085028
PRV54509,4,250,62.5,100,2,0,-0.1671601606817883
PRV54510,149,41250,276.8456375838926,3300,26,0,-0.1386924081355813
PRV54511,32,8690,271.5625,2000,22,0,-0.1575160782065087
PRV54514,387,644010,1664.108527131783,61000,146,1,0.14211641153137167
PRV54515,67,22750,339.55223880597015,3300,28,0,-0.15790548171976743
PRV54517,45,5660,125.77777777777776,600,10,0,-0.16290952533678066
PRV54519,15,4540,302.6666666666667,2500,2,0,-0.17948442923145086
PRV54520,15,8080,538.6666666666666,2200,6,0,-0.16998119195900413
PRV54521,64,31840,497.5,3300,8,0,-0.17177279954011943
PRV54522,2,2030,1015.0,2000,2,0,-0.15235843401897653
PRV54523,1,90,90.0,90,1,0,-0.16569197976991612
PRV54524,21,2840,135.23809523809524,600,8,0,-0.16875108640431058
PRV54526,46,10230,222.3913043478261,2100,7,0,-0.16984534606345664
PRV54528,23,5710,248.2608695652174,2100,1,0,-0.1742363099355575
PRV54529,5,160,32.0,50,5,0,-0.15754152561805795
PRV54530,13,2580,198.46153846153845,1400,2,0,-0.17810338315842245
PRV54531,30,14030,467.6666666666667,5000,14,0,-0.16386267000336974
PRV54535,34,7090,208.52941176470588,2900,14,0,-0.1710200455307911
PRV54536,13,4890,376.1538461538461,2700,6,0,-0.1767108719599853
PRV54537,60,22470,374.5,3300,1,0,-0.17269063802304407
PRV54538,48,21330,444.375,3300,11,0,-0.17285593772659302
PRV54539,69,18130,262.7536231884058,3300,14,0,-0.1739612862783378
PRV54540,20,9690,484.5,3300,11,1,-0.17242638623842693
PRV54541,7,6050,864.2857142857143,3000,5,0,-0.1606055977551209
PRV54542,20,35420,1771.0,10000,6,0,-0.1476618979163945
PRV54543,17,41500,2441.176470588235,17000,10,1,-0.12536417069445677
PRV54544,28,5250,187.5,800,2,0,-0.17442326640194789
PRV54545,2,180,90.0,90,1,0,-0.16630579191734307
PRV54546,6,910,151.66666666666666,600,2,0,-0.1766019582414502
PRV54547,3,540,180.0,400,2,0,-0.17562393335035964
PRV54548,12,1890,157.5,900,2,0,-0.1794127118990918
PRV54549,1,40,40.0,40,1,0,-0.1628659375466221
PRV54550,21,5550,264.2857142857143,2400,1,0,-0.17578888287547823
PRV54551,7,1960,280.0,1300,1,0,-0.17364974274752826
PRV54552,45,11370,252.66666666666663,2100,3,0,-0.17001314393333683
PRV54553,18,3740,207.77777777777777,1700,3,0,-0.17623252456145228
PRV54554,26,6990,268.84615384615387,3050,2,0,-0.17902372695214197
PRV54555,6,51000,8500.0,18000,5,0,-0.08449339583508703
PRV54557,564,157890,279.9468085106383,14090,40,1,-0.01527656765968255
PRV54558,73,197970,2711.917808219178,36000,50,0,-0.03642573341372579
PRV54559,66,255560,3872.121212121212,43000,47,0,-0.026934467344282953
PRV54560,98,473080,4827.34693877551,50000,49,1,0.0054858191243842835
PRV54561,186,269670,1449.8387096774193,51000,43,0,-0.023742384946422113
PRV54562,206,57510,279.1747572815534,2700,8,0,-0.13354399323366373
PRV54563,267,79070,296.14232209737827,4060,39,0,-0.07517758629563676
PRV54564,803,229780,286.1519302615193,14020,69,0,0.05856190784094906
PRV54565,130,412130,3170.230769230769,57000,78,0,0.03505615959733743
PRV54566,308,755660,2453.4415584415583,103000,154,1,0.20323595511641634
PRV54567,57,112690,1977.017543859649,37000,25,0,-0.08752434431821388
PRV54568,56,53640,957.8571428571428,12000,26,0,-0.1302548884283477
PRV54569,63,209350,3323.015873015873,49000,27,0,-0.05894232133132293
PRV54571,17,50610,2977.058823529412,20000,6,0,-0.12101915763428212
PRV54572,146,53110,363.7671232876712,3300,34,0,-0.12403495351426075
PRV54573,22,5960,270.90909090909093,2800,8,0,-0.17669897796587114
PRV54574,35,7800,222.8571428571429,2400,12,0,-0.1716256160511006
PRV54575,273,504080,1846.4468864468863,95000,18,0,0.10520006219368028
PRV54576,16,113100,7068.75,18000,13,0,-0.07864174142554442
PRV54577,61,494010,8098.524590163935,57000,21,0,0.014702844370257928
PRV54578,77,24130,313.3766233766234,3000,27,0,-0.15187942420009587
PRV54579,2,1290,645.0,1200,2,0,-0.16676971167811505
PRV54580,30,7280,242.66666666666663,3200,15,0,-0.17236077397812827
PRV54581,11,2160,196.3636363636364,900,5,0,-0.17531011389384016
PRV54582,71,18960,267.0422535211268,3100,14,0,-0.17260483270467109
PRV54585,75,22620,301.6,3300,13,0,-0.17072861564386593
PRV54587,3,150,50.0,70,3,0,-0.1658991219080364
PRV54588,63,17220,273.3333333333333,2900,5,0,-0.17452148211217355
PRV54589,11,1700,154.54545454545453,700,4,0,-0.175545530957519
PRV54590,66,28700,434.8484848484849,16000,7,0,-0.14691448188698414
PRV54591,45,8280,184.0,1110,8,0,-0.16711926831224083
PRV54593,35,10960,313.1428571428572,3300,1,0,-0.17592764636193797
PRV54595,11,7620,692.7272727272727,2300,4,0,-0.16659388793146557
PRV54596,64,16490,257.65625,1800,1,0,-0.1626913269809176
PRV54597,15,5000,333.3333333333333,3300,3,0,-0.179456863888235
PRV54598,9,1010,112.22222222222224,300,6,0,-0.16860265129430546
PRV54599,17,3820,224.7058823529412,800,6,0,-0.17443526662902287
PRV54601,11,710,64.54545454545455,200,3,0,-0.16952555460739333
PRV54602,14,1710,122.14285714285714,700,5,0,-0.1726226564851489
PRV54603,57,16180,283.859649122807,3300,9,0,-0.17550523321368522
PRV54604,38,8240,216.8421052631579,1500,3,0,-0.17293090350704188
PRV54606,8,1510,188.75,900,4,0,-0.174394973172819
PRV54608,33,10650,322.72727272727275,3300,2,0,-0.17845214964415546
PRV54609,45,17160,381.3333333333333,2300,4,0,-0.17041475524557176
PRV54610,45,14470,321.55555555555554,2900,3,0,-0.17639775471573232
PRV54611,6,4760,793.3333333333334,4000,5,0,-0.16146557340125783
PRV54612,12,1120,93.33333333333331,400,4,0,-0.17142027831608764
PRV54614,15,1440,96.0,300,4,0,-0.17088182122062806
PRV54615,5,310,62.0,100,1,0,-0.16412450323575623
PRV54616,5,23310,4662.0,18000,4,0,-0.10578250327999611
PRV54618,32,10200,318.75,2300,1,0,-0.17185473846669103
PRV54619,33,9710,294.24242424242425,1500,2,0,-0.17313374568738044
PRV54620,13,74520,5732.307692307692,34000,5,0,-0.08496705130999621
PRV54621,1,900,900.0,900,1,0,-0.1539118429091869
PRV54622,10,890,89.0,300,6,0,-0.16755145601907317
PRV54623,43,8030,186.74418604651163,1400,2,0,-0.16849519175556826
PRV54624,10,10180,1018.0,3300,6,0,-0.15795804824364917
PRV54625,16,7290,455.625,2900,1,0,-0.17496613960069896
PRV54627,26,5530,212.69230769230768,2000,5,0,-0.17288791976242623
PRV54628,4,1540,385.0,1400,2,0,-0.1727856799321847
PRV54629,3,580,193.33333333333331,400,2,0,-0.17562393335035964
PRV54630,85,25680,302.11764705882354,4300,4,0,-0.16581190654667594
PRV54633,12,1430,119.16666666666669,500,7,0,-0.16972757702302732
PRV54634,32,6110,190.9375,1900,12,0,-0.16617923750938945
PRV54635,33,6590,199.6969696969697,2400,1,0,-0.17380322475709364
PRV54636,76,26500,348.6842105263158,3300,2,0,-0.1696756890249671
PRV54637,13,226000,17384.615384615383,57000,4,0,0.055137082421792605
PRV54638,6,82000,13666.666666666666,41000,3,0,-0.018955678642802176
PRV54639,13,110000,8461.538461538461,41000,4,0,-0.050804951814019395
PRV54640,19,74260,3908.4210526315783,29000,16,0,-0.10213143660014168
PRV54642,49,14110,287.9591836734694,2800,30,0,-0.15090231517739922
PRV54643,18,8380,465.55555555555554,3300,16,0,-0.16650959473473692
PRV54644,68,212370,3123.0882352941176,57000,53,1,-0.013543535983136401
PRV54645,2,1010,505.0,1000,2,0,-0.17108045079029377
PRV54646,23,11180,486.0869565217391,3300,1,0,-0.17351033221541134
PRV54649,75,315080,4201.066666666667,57000,47,1,-0.01651494222996125
PRV54651,91,291760,3206.153846153846,36000,61,1,-0.006291150662913081
PRV54652,38,12020,316.3157894736842,2800,2,0,-0.1757431538278319
PRV54653,70,377740,5396.285714285715,42000,34,0,-0.02526145897137122
PRV54656,35,11380,325.1428571428572,2500,21,0,-0.1651030717605434
PRV54657,46,292220,6352.608695652174,101000,34,0,0.09959486166983078
PRV54658,85,192580,2265.6470588235293,12000,57,0,-0.019584260912206886
PRV54660,24,5110,212.91666666666663,2400,18,0,-0.16302641253325256
PRV54661,19,88200,4642.105263157895,68000,12,0,-0.020434168901344085
PRV54662,45,25590,568.6666666666666,8000,22,0,-0.15161061869687514
PRV54664,2,1200,600.0,900,2,0,-0.168315765372752
PRV54666,5,11310,2262.0,10000,3,0,-0.13141090662483185
PRV54667,166,136690,823.433734939759,17000,15,0,-0.09743323025660461
PRV54668,306,96050,313.8888888888889,3300,26,0,-0.0840050766865974
PRV54670,159,39370,247.61006289308176,3200,13,0,-0.14860952326049953
PRV54671,3,920,306.6666666666667,800,2,0,-0.17566389552506206
PRV54672,10,4200,420.0,1700,4,0,-0.1741739837554525
PRV54673,1,6000,6000.0,6000,1,0,-0.09979786977200117
PRV54674,3,27000,9000.0,16000,1,0,-0.07115818615528574
PRV54675,37,422000,11405.405405405403,47000,3,1,0.019928681532346282
PRV54676,40,375200,9380.0,40000,4,1,-0.006669749158780824
PRV54677,27,16270,602.5925925925926,2800,2,0,-0.17192474684790265
PRV54678,15,6850,456.6666666666667,2500,3,0,-0.1764602390276101
PRV54679,1,7000,7000.0,7000,1,0,-0.08580438109736199
PRV54680,18,257000,14277.777777777776,57000,4,1,0.029644201734274733
PRV54681,301,63790,211.9269102990033,3300,125,0,0.04330919558016677
PRV54682,96,57690,600.9375,9000,50,0,-0.09144465917696903
PRV54683,462,123850,268.0735930735931,8060,140,0,0.08190696831385913
PRV54684,133,43360,326.01503759398497,3000,44,0,-0.1123438791995034
PRV54685,145,40150,276.8965517241379,3300,46,0,-0.10637445620989106
PRV54686,157,145620,927.515923566879,13000,55,0,-0.052258509691407884
PRV54687,18,9390,521.6666666666666,2200,16,0,-0.16039957421463913
PRV54688,1032,401660,389.2054263565892,81000,30,1,0.13498564151898584
PRV54689,20,2070,103.5,600,16,0,-0.15577797749486277
PRV54690,840,224960,267.8095238095238,3300,10,0,0.0024406449974821998
PRV54691,67,98310,1467.313432835821,41000,34,0,-0.07446078525538008
PRV54692,72,375880,5220.555555555556,51000,16,1,-0.0332571285875376
PRV54693,52,39930,767.8846153846154,11000,26,0,-0.13627007347704567
PRV54694,330,90760,275.030303030303,3300,17,0,-0.08783544141062094
PRV54695,53,15750,297.1698113207547,3300,25,0,-0.1615110657503272
PRV54696,71,139150,1959.8591549295772,50000,28,0,-0.0692820180724576
PRV54697,8,10880,1360.0,10000,6,0,-0.14441591348739585
PRV54699,4,360,90.0,200,4,0,-0.16347424916233072
PRV54701,6,1310,218.33333333333331,1000,5,0,-0.17409528790016682
PRV54703,11,660,60.0,200,11,0,-0.15699368818041443
PRV54704,161,44710,277.70186335403724,3000,20,0,-0.142303985420971
PRV54705,257,219740,855.0194552529183,19000,19,0,-0.05777170413498062
PRV54707,9,1280,142.22222222222223,500,1,0,-0.17371629498159452
PRV54708,8,2680,335.0,1800,2,0,-0.17343810437934165
PRV54710,2,860,430.0,800,2,0,-0.17276172668655942
PRV54711,2,40,20.0,20,1,0,-0.1626650772609341
PRV54712,14,7460,532.8571428571429,2300,1,0,-0.17187282743233495
PRV54713,17,1770,104.11764705882354,400,1,0,-0.17103471637370982
PRV54714,10,2480,248.0,1400,1,0,-0.17511563984474776
PRV54715,19,6890,362.6315789473685,2200,2,0,-0.17753676296977
PRV54716,141,39240,278.2978723404256,3300,2,0,-0.1547863288623016
PRV54717,3,2400,800.0,2300,1,0,-0.16205215195861827
PRV54718,29,302000,10413.793103448275,57000,2,1,0.002633057899684932
PRV54720,9,127000,14111.111111111111,27000,1,0,-0.016127909598663726
PRV54723,90,24350,270.55555555555554,2200,36,0,-0.12450430437721816
PRV54724,71,495650,6980.985915492958,57000,14,0,0.0007297630275947542
PRV54725,116,34700,299.13793103448273,3300,65,0,-0.07640887009806285
PRV54726,34,33290,979.1176470588236,22000,26,0,-0.1158102344554861
PRV54727,59,24270,411.3559322033898,3300,47,0,-0.11636289950216272
PRV54728,11,13690,1244.5454545454545,6000,9,0,-0.14810370393425804
PRV54730,40,9450,236.25,2700,21,0,-0.16522095171435558
PRV54734,138,42870,310.6521739130435,3300,38,0,-0.12408322223327362
PRV54735,38,59710,1571.3157894736842,20000,28,0,-0.11882240625385165
PRV54737,35,169510,4843.142857142857,42000,23,0,-0.06708924352120776
PRV54739,186,632650,3401.344086021505,57000,41,1,0.014001797623231838
PRV54741,177,47650,269.2090395480226,3300,90,0,-0.02671443221570785
PRV54742,1892,2969530,1569.519027484144,125000,15,1,0.2647056453875468
PRV54743,80,87470,1093.375,18000,56,1,-0.06591986411893808
PRV54745,828,295740,357.17391304347825,14000,23,0,0.030636311559607665
PRV54747,21,5420,258.0952380952381,2700,18,0,-0.16353477646634773
PRV54748,85,32110,377.7647058823529,2800,38,0,-0.12871801314566722
PRV54753,16,7780,486.25,3300,9,0,-0.17341616505392005
PRV54756,19,17390,915.2631578947368,4000,13,0,-0.15607235490752308
PRV54757,65,117290,1804.4615384615383,16000,50,0,-0.06350512488893917
PRV54758,95,25690,270.42105263157896,3300,68,0,-0.07775876430985007
PRV54759,44,45140,1025.909090909091,15000,22,0,-0.13508613860375618
PRV54760,31,195090,6293.225806451613,38000,10,0,-0.06794877946818767
PRV54761,822,216040,262.82238442822387,3300,8,0,0.0004272439607452272
PRV54763,34,11770,346.1764705882353,3300,23,0,-0.16233408774487096
PRV54764,51,162080,3178.0392156862745,34000,36,0,-0.06459206704990067
PRV54765,239,2000500,8370.292887029289,57000,32,1,0.16997183483342349
PRV54767,63,62080,985.3968253968254,10000,35,0,-0.11824471753977
PRV54768,32,79420,2481.875,17000,26,0,-0.10192322008574323
PRV54771,85,171560,2018.3529411764705,38000,50,1,-0.040672349487082704
PRV54772,2115,1751320,828.0472813238771,57000,42,1,0.2160293960890871
PRV54773,34,160210,4712.058823529412,38000,24,0,-0.0686375245252065
PRV54774,488,203170,416.3319672131148,33000,15,0,-0.023536597087460753
PRV54776,37,37450,1012.1621621621622,15000,31,0,-0.12393618859058192
